symbol	H9_MplusCHLA_1	H9_MplusCHLA_2	H9_MplusCHLA_3	CAR_MplusCHLA_1	CAR_MplusCHLA_2	CAR_MplusCHLA_3
POU5F1P4	0	0	0	0	0	0
POU5F1P5	0	0	0	0	0	0
POU5F2	0	0	0	0	0	0
POU6F1	3	1	0	0	1	0
POU6F2	0	0	0	0	0	0
POU6F2-AS1	0	0	0	0	0	0
POU6F2-AS2	0	0	0	0	0	0
PP12613	0	0	0	0	0	0
PP2672	0	0	0	0	0	0
PP2D1	0	0	0	0	1	0
PP7080	0	1	0	10	5	6
PPA1	13	24	47	22	36	36
PPA2	6	14	30	31	31	28
PPAN	14	4	0	0	12	5
PPAN-P2RY11	15	21	31	34	22	21
PPARA	1	1	1	1	1	1
PPARD	5	18	22	26	20	21
PPARG	0	5	0	0	3	1
PPARGC1A	0	0	0	0	0	0
PPARGC1B	3	8	6	5	9	8
PPAT	0	2	3	0	5	5
PPBP	0	0	0	0	0	0
PPBPP2	0	0	0	0	0	0
PPCDC	10	8	9	0	8	9
PPCS	24	56	54	73	71	44
PPDPF	64	33	48	41	18	33
PPDPFL	0	0	0	0	0	0
PPEF1	0	0	0	0	0	1
PPEF1-AS1	0	0	0	0	0	0
PPEF2	0	0	0	0	0	0
PPFIA1	0	9	8	3	12	9
PPFIA2	0	1	1	2	5	1
PPFIA2-AS1	0	0	0	0	0	0
PPFIA3	0	0	0	2	1	2
PPFIA4	0	0	0	0	0	0
PPFIBP1	0	2	1	0	2	3
PPFIBP2	5	13	11	21	20	18
PPHLN1	15	39	47	9	67	50
PPIA	326	590	603	615	636	597
PPIAL4A	0	0	0	0	0	0
PPIAL4C	0	0	0	0	0	0
PPIAL4D	0	0	0	0	0	0
PPIAL4E	0	0	0	0	0	0
PPIAL4F	0	0	0	0	0	0
PPIAL4G	0	0	0	0	0	0
PPIAP30	0	0	0	0	0	0
PPIAP46	0	0	0	0	2	3
PPIB	976	1081	983	831	882	908
PPIC	25	93	91	169	208	186
PPID	61	174	161	155	182	171
PPIE	17	39	52	79	68	45
PPIEL	12	1	0	0	2	1
PPIF	37	78	59	107	117	104
PPIG	291	246	169	263	449	415
PPIH	74	67	40	80	55	94
PPIL1	28	53	33	52	49	36
PPIL2	5	11	9	7	11	12
PPIL3	21	8	24	19	14	23
PPIL4	0	25	32	21	39	34
PPIL6	5	1	0	0	1	1
PPIP5K1	4	4	3	0	5	4
PPIP5K1P1-CATSPER2	0	0	0	0	0	0
PPIP5K2	2	12	14	10	15	15
PPL	0	0	0	0	0	0
PPM1A	4	10	9	6	14	10
PPM1B	14	40	35	47	71	67
PPM1D	3	10	9	6	17	13
PPM1E	0	0	0	0	0	0
PPM1F	6	25	26	22	27	24
PPM1G	232	398	356	363	397	489
PPM1H	1	4	5	5	3	4
PPM1J	0	0	0	0	0	0
PPM1K	4	4	6	5	11	11
PPM1L	2	4	6	2	3	2
PPM1M	16	45	47	40	59	47
PPM1N	0	2	0	0	4	2
PPME1	3	17	16	9	15	16
PPOX	8	3	5	11	5	6
PPP1CA	264	303	328	356	305	312
PPP1CB	22	102	122	121	159	161
PPP1CC	15	84	95	45	112	101
PPP1R10	10	15	16	21	23	22
PPP1R11	22	15	30	25	22	16
PPP1R12A	22	20	14	10	29	20
PPP1R12A-AS1	10	0	0	5	1	2
PPP1R12B	4	1	1	0	1	1
PPP1R12C	33	42	36	2	1	2
PPP1R13B	1	2	1	3	2	4
PPP1R13L	0	0	0	0	0	0
PPP1R14A	0	0	0	0	0	0
PPP1R14B	44	131	118	169	120	119
PPP1R14C	8	1	2	5	8	8
PPP1R14D	0	0	0	0	0	0
PPP1R15A	56	119	89	130	211	193
PPP1R15B	1	22	13	13	22	17
PPP1R16A	0	2	0	1	2	2
PPP1R16B	0	0	0	0	0	0
PPP1R17	0	0	0	0	0	0
PPP1R18	67	201	151	186	217	256
PPP1R1A	0	8	3	0	2	1
PPP1R1B	0	0	0	0	0	0
PPP1R1C	0	0	0	0	0	0
PPP1R2	1	22	24	50	33	23
PPP1R21	2	12	10	30	27	22
PPP1R26	4	5	6	1	5	7
PPP1R26-AS1	0	1	0	0	0	0
PPP1R27	0	0	0	0	0	0
PPP1R2B	0	0	0	0	0	0
PPP1R2C	0	0	0	0	0	0
PPP1R2P2	0	0	0	0	0	0
PPP1R32	0	0	0	0	0	0
PPP1R35	0	9	1	0	3	3
PPP1R36	0	0	0	0	1	0
PPP1R37	10	8	3	10	4	8
PPP1R3A	0	0	0	0	0	0
PPP1R3B	3	2	5	2	3	2
PPP1R3C	0	0	0	0	0	0
PPP1R3D	0	1	3	0	2	0
PPP1R3E	0	1	2	0	0	1
PPP1R3F	3	2	0	4	2	1
PPP1R3G	0	1	0	0	1	0
PPP1R42	0	0	0	0	0	0
PPP1R7	30	66	68	148	75	89
PPP1R8	4	16	17	6	16	18
PPP1R9A	0	0	1	0	0	0
PPP1R9B	72	151	145	167	188	230
PPP2CA	32	52	65	24	64	50
PPP2CB	8	44	43	20	60	46
PPP2R1A	58	71	70	112	78	77
PPP2R1B	5	18	13	12	11	10
PPP2R2A	7	14	15	9	21	16
PPP2R2B	0	0	0	0	0	0
PPP2R2B-IT1	0	0	0	0	0	0
PPP2R2C	0	0	0	0	0	0
PPP2R2D	3	7	4	6	6	7
PPP2R3A	0	1	1	0	1	1
PPP2R3B	0	4	2	8	1	3
PPP2R3C	4	10	16	12	21	26
PPP2R5A	3	14	17	13	17	16
PPP2R5B	0	1	1	8	4	1
PPP2R5C	1	34	33	35	32	32
PPP2R5D	5	13	9	33	18	22
PPP2R5E	9	24	22	18	19	21
PPP3CA	6	15	16	14	14	15
PPP3CB	10	28	35	23	30	32
PPP3CB-AS1	5	0	1	0	3	4
PPP3CC	1	6	3	0	5	8
PPP3R1	34	74	70	64	82	70
PPP3R2	0	0	0	0	0	0
PPP4C	8	43	52	68	51	40
PPP4R1	6	16	15	10	21	13
PPP4R1-AS1	0	0	0	0	0	0
PPP4R1L	0	1	1	0	0	0
PPP4R2	0	9	8	16	16	15
PPP4R3A	38	91	108	108	179	127
PPP4R3B	5	11	20	11	21	19
PPP4R3C	0	0	0	0	0	0
PPP4R4	0	0	0	0	0	0
PPP5C	10	11	14	41	26	28
PPP5D1	2	0	1	0	0	0
PPP6C	9	31	36	23	35	28
PPP6R1	39	56	57	66	56	69
PPP6R2	1	12	9	17	11	12
PPP6R3	32	58	44	78	74	71
PPRC1	2	7	6	4	5	7
PPT1	208	404	353	434	359	384
PPT2	0	3	3	1	1	3
PPT2-EGFL8	0	0	0	0	1	0
PPTC7	2	10	10	6	9	7
PPWD1	0	10	9	0	13	14
PPY	0	0	0	0	0	0
PPY2P	0	0	0	0	0	0
PQBP1	148	183	134	205	172	140
PQLC1	25	23	20	20	25	23
PQLC2	20	23	26	17	25	16
PQLC2L	0	0	0	0	0	0
PQLC3	3	10	17	14	13	5
PRAC1	0	0	0	0	0	0
PRAC2	0	0	0	0	0	0
PRADC1	36	52	50	61	28	27
PRAF2	13	5	0	0	4	3
PRAG1	3	8	10	5	6	7
PRAM1	21	27	20	25	17	25
PRAME	7	1	1	0	2	1
PRAMEF1	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0
PRAMEF12	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0
PRAMEF2	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0
PRAMEF22	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0
PRAMENP	0	0	0	0	0	0
PRAP1	0	0	0	0	0	0
PRB1	0	0	0	0	0	0
PRB2	0	0	0	0	0	0
PRB3	0	0	0	0	0	0
PRB4	0	0	0	0	0	0
PRC1	8	16	22	27	51	64
PRC1-AS1	0	0	0	0	0	0
PRCC	16	37	43	66	54	53
PRCD	0	0	0	0	0	1
PRCP	31	61	86	96	108	88
PRDM1	1	6	7	7	11	10
PRDM10	0	2	1	0	4	1
PRDM11	0	0	0	0	1	0
PRDM12	0	0	0	0	0	0
PRDM13	0	0	0	0	0	0
PRDM14	0	0	0	1	0	0
PRDM15	2	2	1	6	2	1
PRDM16	0	0	0	0	0	0
PRDM2	3	5	5	0	6	8
PRDM4	0	9	9	5	14	13
PRDM5	0	0	0	0	0	0
PRDM6	0	0	0	0	0	0
PRDM7	0	1	0	0	0	0
PRDM8	0	1	0	0	0	0
PRDM9	0	0	0	0	0	0
PRDX1	867	1643	1669	2337	2380	2363
PRDX2	40	55	54	57	72	91
PRDX3	37	91	163	99	139	160
PRDX4	106	219	227	80	93	115
PRDX5	602	708	559	484	617	703
PRDX6	40	163	147	136	197	178
PREB	23	28	23	52	22	27
PRELID1	89	127	97	110	112	150
PRELID2	5	1	0	2	2	1
PRELID3A	0	0	0	8	3	0
PRELID3B	0	17	16	13	22	14
PRELP	2	0	0	0	0	0
PREP	8	44	40	45	49	56
PREPL	6	13	16	17	16	12
PREX1	11	29	37	41	42	43
PREX2	0	1	0	0	0	0
PRF1	0	0	0	0	0	0
PRG1	0	0	0	0	0	0
PRG2	2	3	1	5	1	4
PRG3	7	0	1	0	2	0
PRG4	0	0	0	0	0	0
PRH1	0	4	5	6	5	2
PRH1-PRR4	0	0	0	0	0	0
PRH1-TAS2R14	0	0	0	0	0	0
PRH2	0	0	0	0	0	0
PRICKLE1	0	1	0	2	1	1
PRICKLE2	0	0	0	0	0	0
PRICKLE2-AS1	0	0	0	0	0	0
PRICKLE2-AS2	0	0	0	0	0	0
PRICKLE2-AS3	3	0	1	0	2	1
PRICKLE3	2	4	3	0	2	3
PRICKLE4	0	0	0	0	0	1
PRIM1	17	19	14	6	19	16
PRIM2	3	5	4	5	12	9
PRIMA1	0	0	0	0	0	0
PRIMPOL	0	6	11	0	4	6
PRKAA1	2	17	17	10	18	13
PRKAA2	0	0	0	0	0	0
PRKAB1	2	2	5	7	7	5
PRKAB2	2	2	1	3	4	3
PRKACA	23	81	70	91	83	84
PRKACB	0	3	6	0	1	1
PRKACG	0	0	0	0	0	0
PRKAG1	27	43	54	69	48	54
PRKAG2	1	17	8	33	23	16
PRKAG2-AS1	0	3	0	0	0	0
PRKAG3	0	0	0	0	0	0
PRKAR1A	151	284	248	252	463	439
PRKAR1B	0	2	3	7	3	3
PRKAR2A	24	44	43	46	40	34
PRKAR2A-AS1	4	1	1	0	1	1
PRKAR2B	0	0	1	0	2	1
PRKCA	1	8	10	17	12	10
PRKCA-AS1	0	0	0	0	0	0
PRKCB	17	9	15	0	2	2
PRKCD	45	74	80	104	132	127
PRKCE	0	0	0	0	0	0
PRKCG	0	0	0	0	0	0
PRKCH	0	2	1	0	1	2
PRKCI	3	11	10	10	12	11
PRKCQ	0	0	0	0	0	0
PRKCQ-AS1	1	0	0	0	1	0
PRKCSH	103	173	170	149	197	254
PRKCZ	0	0	0	19	1	2
PRKCZ-AS1	0	0	1	0	0	0
PRKD1	0	0	0	0	0	0
PRKD2	7	2	4	3	4	7
PRKD3	1	4	7	3	5	5
PRKDC	3	12	11	8	8	8
PRKG1	0	0	0	0	0	0
PRKG1-AS1	0	0	0	0	0	0
PRKG2	0	0	0	0	0	0
PRKN	0	1	0	0	0	0
PRKRA	5	15	6	3	13	7
PRKRIP1	0	3	3	10	11	5
PRKX	22	32	29	30	21	22
PRKX-AS1	0	0	0	0	0	0
PRKXP1	0	1	1	0	0	1
PRKY	0	0	0	0	0	0
PRL	0	0	0	0	0	0
PRLH	0	0	0	0	0	0
PRLHR	0	0	0	0	0	0
PRLR	0	0	0	0	0	0
PRM1	0	0	0	0	0	0
PRM2	0	0	0	0	0	0
PRM3	0	0	0	0	0	0
PRMT1	74	94	101	128	109	93
PRMT2	24	45	44	52	65	76
PRMT3	0	6	11	0	13	9
PRMT5	5	31	20	18	27	16
PRMT5-AS1	0	0	0	0	0	0
PRMT6	0	14	15	3	9	15
PRMT7	9	22	23	31	15	14
PRMT8	0	0	0	0	0	0
PRMT9	3	3	8	4	5	7
PRNCR1	0	0	0	0	0	0
PRND	0	0	0	0	0	0
PRNP	8	27	30	16	29	28
PRNT	0	0	0	0	0	0
PRO1804	0	0	0	0	0	0
PROB1	0	0	0	0	0	0
PROC	0	0	0	0	0	0
PROCA1	33	3	1	0	5	6
PROCR	18	41	29	8	15	11
PRODH	0	0	0	0	0	0
PRODH2	0	0	0	0	0	0
PROK1	0	0	0	0	0	0
PROK2	0	0	0	0	0	0
PROKR1	0	0	0	0	0	0
PROKR2	0	0	0	0	0	0
PROM1	0	0	0	0	0	0
PROM2	2	0	0	0	0	0
PROP1	0	0	0	0	0	0
PRORSD1P	4	0	0	0	0	1
PRORY	0	0	0	0	0	0
PROS1	17	45	51	24	46	41
PROSER1	1	5	9	4	10	11
PROSER2	0	0	0	0	0	0
PROSER2-AS1	0	0	0	0	0	0
PROSER3	0	1	1	5	2	1
PROX1	0	0	0	0	0	0
PROX1-AS1	0	0	0	0	0	0
PROX2	0	0	0	0	0	0
PROZ	0	0	0	0	0	0
PRPF18	8	16	18	10	30	30
PRPF19	12	28	22	24	25	33
PRPF3	19	14	26	47	28	27
PRPF31	26	38	25	33	50	57
PRPF38A	20	32	22	35	49	60
PRPF38B	228	83	66	68	111	127
PRPF39	2	7	5	3	11	8
PRPF4	0	15	14	14	16	13
PRPF40A	14	45	39	28	52	55
PRPF40B	1	1	1	0	4	5
PRPF4B	6	6	12	10	19	18
PRPF6	46	72	66	131	82	94
PRPF8	20	34	36	38	33	37
PRPH	0	0	1	5	4	2
PRPH2	0	0	0	0	0	0
PRPS1	36	137	125	62	53	57
PRPS1L1	0	0	0	0	0	0
PRPS2	0	22	24	4	14	22
PRPSAP1	14	14	11	29	23	19
PRPSAP2	0	9	10	7	10	13
PRR11	10	6	5	8	12	13
PRR12	1	5	4	12	5	7
PRR13	188	431	436	380	570	411
PRR14	11	16	12	12	15	17
PRR14L	1	6	4	3	6	7
PRR15	0	0	0	0	0	0
PRR15L	0	0	0	0	0	0
PRR16	0	0	0	6	0	0
PRR18	0	0	0	0	0	0
PRR19	0	0	0	0	0	1
PRR20A	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0
PRR20G	0	0	0	0	0	0
PRR22	0	0	0	0	0	1
PRR23A	0	0	0	0	0	0
PRR23B	0	0	0	0	0	0
PRR23C	0	0	0	0	0	0
PRR23D1	0	0	0	0	0	0
PRR23D2	0	0	0	0	0	0
PRR25	0	0	0	0	0	0
PRR26	0	0	0	0	0	0
PRR27	0	0	0	0	0	0
PRR29	0	0	0	0	0	0
PRR29-AS1	0	0	0	0	0	0
PRR3	3	2	2	3	4	0
PRR30	0	0	0	0	0	0
PRR31	0	0	0	0	0	0
PRR32	0	0	0	0	0	0
PRR34	0	0	0	0	0	0
PRR34-AS1	0	0	0	0	0	0
PRR35	0	0	0	0	0	0
PRR36	0	0	0	0	0	0
PRR4	0	0	0	0	5	0
PRR5	15	15	17	16	13	10
PRR5-ARHGAP8	0	0	0	0	0	0
PRR5L	0	7	13	0	5	4
PRR7	0	0	0	0	0	0
PRR7-AS1	2	0	0	0	0	0
PRR9	0	0	0	0	0	0
PRRC1	2	17	21	25	13	13
PRRC2A	4	16	12	22	16	18
PRRC2B	4	10	10	15	12	14
PRRC2C	217	87	62	99	137	124
PRRG1	6	5	8	5	4	4
PRRG2	0	0	0	0	0	1
PRRG3	0	0	0	0	0	0
PRRG4	4	4	5	3	4	5
PRRT1	0	0	0	0	0	0
PRRT2	1	0	0	0	0	0
PRRT3	9	0	1	0	0	0
PRRT3-AS1	0	0	0	0	0	0
PRRT4	0	0	0	0	0	0
PRRX1	0	0	0	0	0	0
PRRX2	0	2	0	0	0	0
PRRX2-AS1	0	0	0	0	0	0
PRSS1	0	0	0	0	0	0
PRSS12	0	1	1	1	1	3
PRSS16	0	0	0	0	0	0
PRSS2	0	0	0	0	0	0
PRSS21	0	0	0	0	0	0
PRSS22	0	0	0	0	0	0
PRSS23	1	1	0	0	0	0
PRSS27	0	0	0	0	0	0
PRSS3	0	0	3	0	4	0
PRSS30P	0	0	0	0	0	0
PRSS33	0	0	0	0	0	0
PRSS35	0	0	0	0	0	0
PRSS36	0	7	4	10	4	6
PRSS37	0	0	0	0	0	0
PRSS38	0	0	0	0	0	0
PRSS40A	0	0	0	0	0	0
PRSS40B	0	0	0	0	0	0
PRSS41	0	0	0	0	0	0
PRSS42	0	0	0	0	0	0
PRSS45	0	0	0	0	0	0
PRSS46P	0	0	0	0	0	0
PRSS47	2	0	0	0	0	0
PRSS48	0	0	0	0	0	0
PRSS50	0	0	0	0	0	0
PRSS53	0	0	0	0	0	0
PRSS54	0	0	0	0	0	0
PRSS55	0	0	0	0	0	0
PRSS56	0	0	0	0	0	0
PRSS57	0	0	0	0	0	0
PRSS58	0	0	0	0	0	0
PRSS8	0	0	0	0	0	0
PRTFDC1	2	4	2	0	5	4
PRTG	0	0	0	0	0	0
PRTN3	0	0	0	0	0	0
PRUNE1	0	9	11	6	10	16
PRUNE2	1	0	0	2	0	0
PRX	1	1	0	0	0	1
PRY	0	0	0	0	0	0
PRY2	0	0	0	0	0	0
PSAP	1892	4986	5355	5401	5835	6238
PSAPL1	0	0	0	0	0	0
PSAT1	0	1	1	0	5	3
PSCA	0	0	0	0	0	0
PSD	0	0	0	0	0	0
PSD2	0	0	0	0	0	0
PSD2-AS1	0	0	0	0	0	0
PSD3	1	2	2	1	2	2
PSD4	4	5	8	16	8	8
PSEN1	6	24	26	29	27	31
PSEN2	21	34	20	25	32	28
PSENEN	27	32	17	69	30	32
PSG1	0	0	0	0	0	0
PSG10P	0	0	0	0	0	0
PSG11	0	0	0	0	0	0
PSG2	0	0	0	0	0	0
PSG3	0	0	0	0	0	0
PSG4	0	0	0	0	0	0
PSG5	0	0	0	0	0	0
PSG6	0	0	0	0	0	0
PSG7	0	0	0	0	0	0
PSG8	0	0	0	0	0	0
PSG8-AS1	0	0	0	0	0	0
PSG9	0	0	0	0	0	0
PSIP1	63	35	34	20	66	68
PSKH1	3	8	10	3	5	6
PSKH2	0	0	0	0	0	0
PSMA1	31	138	131	116	145	121
PSMA2	35	190	194	239	271	223
PSMA3	59	142	138	72	162	157
PSMA3-AS1	12	22	27	30	46	34
PSMA4	121	175	191	170	314	285
PSMA5	11	26	25	19	32	30
PSMA6	25	98	101	174	93	100
PSMA7	196	366	329	342	278	294
PSMA8	0	0	0	0	0	0
PSMB1	146	180	179	105	152	168
PSMB10	289	217	174	330	249	237
PSMB11	0	0	0	0	0	0
PSMB2	15	25	28	13	25	28
PSMB3	67	90	100	142	129	121
PSMB4	71	121	128	160	128	127
PSMB5	72	124	137	169	149	151
PSMB6	72	112	116	115	91	132
PSMB7	99	109	96	125	113	133
PSMB8	74	105	84	259	223	221
PSMB8-AS1	7	2	6	0	3	6
PSMB9	11	4	0	0	11	11
PSMC1	74	141	147	157	177	186
PSMC2	59	111	116	105	125	145
PSMC3	309	324	312	595	480	517
PSMC3IP	21	36	15	0	19	22
PSMC4	111	236	246	199	243	218
PSMC5	203	225	204	252	255	298
PSMC6	19	54	73	60	90	80
PSMD1	39	63	77	107	93	87
PSMD10	19	46	59	28	38	33
PSMD11	35	49	54	53	65	58
PSMD12	8	35	45	21	57	49
PSMD13	114	139	145	144	129	144
PSMD14	84	221	226	157	198	223
PSMD2	87	137	126	102	143	189
PSMD3	48	84	64	58	69	93
PSMD4	314	278	273	577	393	413
PSMD5	0	7	12	7	9	10
PSMD6	83	183	199	162	186	173
PSMD6-AS2	0	0	0	0	2	0
PSMD7	221	260	265	305	396	376
PSMD8	131	185	148	149	154	173
PSMD9	12	34	35	34	40	41
PSME1	128	258	214	351	284	285
PSME2	157	184	173	174	246	290
PSME3	25	80	107	68	85	80
PSME4	3	14	16	8	13	14
PSMF1	5	15	14	19	13	13
PSMG1	99	100	70	34	60	68
PSMG2	7	12	26	12	19	19
PSMG3	55	85	56	77	76	80
PSMG3-AS1	0	0	1	0	2	1
PSMG4	10	7	11	0	6	8
PSORS1C1	0	0	0	0	0	0
PSORS1C2	0	0	0	0	0	0
PSORS1C3	0	0	0	0	0	0
PSPC1	8	25	16	62	45	48
PSPH	4	14	8	24	20	27
PSPN	0	0	0	0	0	0
PSRC1	10	12	7	6	21	13
PSTK	0	0	1	2	1	0
PSTPIP1	41	51	42	42	68	52
PSTPIP2	16	22	26	27	80	62
PTAFR	46	63	58	92	86	96
PTAR1	1	7	5	4	6	5
PTBP1	45	87	75	42	77	72
PTBP2	2	0	0	0	3	2
PTBP3	19	53	47	70	64	70
PTCD1	0	2	0	0	3	2
PTCD2	0	3	2	0	3	2
PTCD3	2	5	6	3	6	5
PTCH1	0	0	0	0	0	0
PTCH2	0	0	0	1	0	0
PTCHD1	0	0	0	0	0	0
PTCHD1-AS	0	0	0	0	0	0
PTCHD3	0	0	0	0	0	0
PTCHD4	8	0	1	3	0	0
PTCRA	0	3	0	0	2	0
PTCSC1	0	0	0	0	0	0
PTCSC2	2	0	0	0	0	1
PTCSC3	0	1	1	0	0	0
PTDSS1	27	92	102	38	75	81
PTDSS2	17	18	23	12	16	20
PTEN	2	12	9	6	17	10
PTENP1	0	0	0	0	0	0
PTENP1-AS	0	0	0	0	0	0
PTER	1	7	5	4	6	6
PTF1A	0	0	0	0	0	0
PTGDR	0	0	0	0	0	0
PTGDR2	0	0	0	0	0	0
PTGDS	0	0	2	0	0	0
PTGER1	0	0	0	0	0	0
PTGER2	7	4	6	10	15	17
PTGER3	0	0	0	0	0	0
PTGER4	0	2	2	2	5	5
PTGER4P2-CDK2AP2P2	0	0	0	0	0	0
PTGES	0	0	0	0	1	0
PTGES2	61	58	35	75	62	69
PTGES2-AS1	0	1	0	3	2	2
PTGES3	222	578	595	648	699	640
PTGES3L	2	1	0	0	1	1
PTGES3L-AARSD1	0	5	3	0	0	0
PTGFR	0	0	0	0	0	0
PTGFRN	6	15	20	17	25	27
PTGIR	0	0	1	7	0	0
PTGIS	0	0	0	0	0	0
PTGR1	29	118	154	149	183	219
PTGR2	9	5	10	4	8	7
PTGS1	17	53	60	42	42	41
PTGS2	0	0	0	0	1	0
PTH	0	0	0	0	0	0
PTH1R	0	0	0	0	0	0
PTH2	0	0	0	0	0	0
PTH2R	0	0	0	0	0	0
PTHLH	0	0	0	0	0	0
PTK2	0	7	5	3	4	3
PTK2B	5	16	15	3	18	16
PTK6	3	0	0	3	0	0
PTK7	0	0	0	0	1	0
PTMA	1727	3303	3352	2579	4941	5592
PTMS	843	730	671	424	982	1082
PTN	0	1	0	0	1	0
PTOV1	40	35	16	71	24	21
PTOV1-AS1	3	6	8	19	18	20
PTOV1-AS2	0	0	0	0	0	0
PTP4A1	10	39	43	40	48	35
PTP4A2	100	211	243	251	282	224
PTP4A3	0	1	0	0	0	1
PTPA	17	23	34	21	29	36
PTPDC1	0	2	2	0	3	2
PTPMT1	36	42	38	41	49	45
PTPN1	10	34	28	71	47	44
PTPN11	15	79	95	63	117	102
PTPN12	2	26	36	42	49	53
PTPN13	0	0	0	4	2	2
PTPN14	2	0	0	0	0	0
PTPN18	28	67	62	76	74	85
PTPN2	9	23	22	23	31	33
PTPN20	0	0	0	0	0	0
PTPN21	0	0	0	0	1	1
PTPN22	0	2	3	3	5	2
PTPN23	3	12	7	8	10	12
PTPN3	0	0	0	0	0	0
PTPN4	1	0	0	0	0	0
PTPN5	0	0	0	0	0	0
PTPN6	155	234	251	385	366	322
PTPN7	5	6	9	9	10	15
PTPN9	5	14	14	17	14	16
PTPRA	12	32	33	43	42	40
PTPRB	0	0	0	0	0	0
PTPRC	7	57	66	84	119	111
PTPRCAP	0	2	0	0	3	0
PTPRD	0	0	0	0	0	0
PTPRD-AS1	0	0	0	0	0	0
PTPRD-AS2	2	0	0	0	0	0
PTPRE	9	15	25	19	41	46
PTPRF	0	0	0	0	0	0
PTPRG	0	2	4	0	1	1
PTPRG-AS1	5	0	0	0	1	0
PTPRH	0	0	0	0	0	0
PTPRJ	19	47	40	43	71	78
PTPRK	0	0	0	0	0	0
PTPRM	0	0	1	0	1	1
PTPRN	0	0	0	0	0	0
PTPRN2	0	0	0	0	0	0
PTPRO	16	43	57	26	47	33
PTPRQ	0	0	0	0	0	0
PTPRR	0	0	0	0	0	0
PTPRS	1	0	0	0	0	0
PTPRT	0	0	0	0	0	0
PTPRU	0	0	0	0	0	0
PTPRVP	0	0	0	0	0	0
PTPRZ1	0	0	0	0	0	0
PTRH1	14	12	5	0	2	8
PTRH2	22	31	63	54	60	51
PTRHD1	23	17	0	0	13	11
PTS	4	16	6	9	18	2
PTTG1	0	4	11	58	29	49
PTTG1IP	55	124	160	159	170	156
PTTG2	0	0	0	0	0	0
PTTG3P	0	0	0	0	0	0
PTX3	0	0	0	0	1	1
PTX4	0	0	0	0	0	0
PUDP	92	156	176	112	105	93
PUF60	112	97	87	136	137	135
PUM1	3	9	14	6	21	14
PUM2	7	23	34	12	32	24
PUM3	47	68	47	30	70	57
PURA	2	6	6	5	4	3
PURB	0	4	4	3	5	6
PURG	0	0	0	0	0	0
PURPL	0	0	0	0	0	0
PUS1	9	10	15	11	18	9
PUS10	0	1	1	0	2	3
PUS3	10	8	21	37	12	11
PUS7	0	6	9	3	3	3
PUS7L	0	1	2	0	0	0
PUSL1	17	8	9	17	2	9
PVALB	0	0	0	0	0	8
PVALEF	0	0	0	0	0	0
PVR	43	24	14	23	25	25
PVRIG	0	0	0	0	0	0
PVRIG2P	0	0	0	0	0	0
PVT1	1	2	0	0	0	1
PWAR1	0	0	0	0	0	0
PWAR4	0	0	0	0	0	0
PWAR5	0	0	0	0	0	0
PWAR6	0	0	0	0	0	0
PWARSN	4	0	0	1	0	3
PWP1	12	19	22	35	32	20
PWP2	12	28	33	42	37	33
PWRN1	0	0	0	0	0	0
PWRN2	0	0	0	0	0	0
PWRN3	0	0	0	0	0	0
PWRN4	0	0	0	0	0	0
PWWP2A	7	7	4	3	10	6
PWWP2B	0	2	1	3	3	4
PXDC1	29	64	71	65	79	76
PXDN	0	1	0	0	0	0
PXDNL	0	0	0	0	0	0
PXK	6	5	7	6	4	6
PXMP2	13	13	8	30	21	14
PXMP4	2	1	1	0	0	1
PXN	10	15	12	18	13	16
PXN-AS1	0	0	2	0	5	5
PXT1	0	0	0	0	0	0
PXYLP1	0	1	0	0	0	1
PYCARD	27	92	69	51	54	64
PYCARD-AS1	0	0	0	0	1	0
PYCR1	6	0	2	0	2	1
PYCR2	31	31	34	8	22	40
PYCR3	6	1	1	0	0	0
PYDC1	0	0	0	0	0	0
PYDC2	0	0	0	0	0	0
PYDC5	0	0	0	0	0	0
PYGB	13	23	23	13	23	21
PYGL	180	521	555	297	359	354
PYGM	0	0	0	0	0	0
PYGO1	0	0	0	0	0	0
PYGO2	0	9	8	3	8	10
PYHIN1	0	0	0	0	0	0
PYM1	23	16	22	52	27	27
PYROXD1	2	2	5	3	3	3
PYROXD2	4	2	1	1	1	0
PYURF	19	24	40	28	30	20
PYY	0	0	0	0	0	0
PYY2	0	0	0	0	0	0
PZP	0	0	0	0	0	0
