symbol	H9_MplusCHLA_1	H9_MplusCHLA_2	H9_MplusCHLA_3	CAR_MplusCHLA_1	CAR_MplusCHLA_2	CAR_MplusCHLA_3
SPATA6	0	1	0	0	17	0
SPATA6L	0	2	3	0	0	0
SPATA7	0	126	262	152	228	157
SPATA8	0	0	0	0	0	0
SPATA8-AS1	0	0	0	0	0	0
SPATA9	0	0	0	0	0	0
SPATC1	0	0	2	0	0	69
SPATC1L	164	275	457	182	201	337
SPATS1	0	0	0	0	0	0
SPATS2	542	232	127	0	84	129
SPATS2L	817	2981	3634	1679	3542	4162
SPC24	599	1105	865	1011	1490	1499
SPC25	117	912	673	590	1097	1067
SPCS1	1705	10507	14098	1753	12142	11250
SPCS2	3084	8816	8628	2281	9985	11748
SPCS3	20753	54266	60566	22401	52665	46119
SPDEF	0	0	0	0	0	0
SPDL1	396	972	688	435	1382	1568
SPDYA	0	0	0	0	0	0
SPDYC	0	0	0	0	0	0
SPDYE1	0	1	0	0	27	0
SPDYE10P	0	0	0	0	0	0
SPDYE11	0	0	0	0	72	4
SPDYE13P	0	0	0	0	0	0
SPDYE14P	0	0	0	0	0	0
SPDYE15P	0	0	0	0	0	0
SPDYE16	0	0	0	154	0	0
SPDYE17	0	0	2	0	0	0
SPDYE18	0	0	0	0	0	0
SPDYE2	0	0	0	0	0	0
SPDYE2B	0	0	0	0	0	0
SPDYE3	0	0	106	128	49	0
SPDYE4	0	0	0	0	0	0
SPDYE5	0	0	0	0	0	0
SPDYE6	0	0	0	0	0	82
SPDYE7P	0	0	0	0	0	0
SPDYE8P	0	0	0	0	0	0
SPECC1	911	3543	3920	1105	7070	5956
SPECC1L	140	1710	2693	694	2186	2250
SPECC1L-ADORA2A	2	0	0	0	0	0
SPEF1	0	0	0	0	0	0
SPEF2	0	5	0	0	0	0
SPEG	0	0	0	0	0	65
SPEM1	0	0	0	0	0	0
SPEM2	0	0	0	0	0	0
SPEN	279	1374	1774	219	3418	2673
SPERT	0	0	0	0	0	0
SPESP1	0	0	0	0	0	0
SPG11	540	1235	1224	327	1555	1194
SPG21	1465	5791	7012	2462	7639	7676
SPG7	404	2839	2041	2134	3716	4034
SPHAR	0	0	0	0	0	0
SPHK1	119	640	585	222	370	556
SPHK2	0	639	855	286	1071	1267
SPHKAP	0	0	0	0	0	0
SPI1	9650	21667	17030	15103	20547	24263
SPIB	403	0	0	2	121	127
SPIC	0	0	0	0	0	0
SPICE1	172	216	478	0	69	339
SPIDR	293	633	698	901	996	1036
SPIN1	582	3148	5894	1524	6602	7284
SPIN2A	0	0	0	0	0	0
SPIN2B	189	69	573	330	612	290
SPIN3	0	0	64	0	185	213
SPIN4	0	545	340	0	633	550
SPINDOC	386	325	789	1172	709	1111
SPINK1	0	2	0	1	0	1
SPINK13	0	0	0	0	0	0
SPINK14	0	0	0	0	0	0
SPINK2	0	0	0	0	0	0
SPINK4	0	0	0	0	0	0
SPINK5	0	0	0	0	0	0
SPINK6	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0
SPINK8	0	0	0	0	0	0
SPINK9	0	0	0	0	0	0
SPINT1	365	1756	1299	3047	4112	3788
SPINT1-AS1	0	0	0	0	0	0
SPINT2	3347	7317	8248	2136	6229	7190
SPINT3	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0
SPIRE1	4187	16046	14755	4425	18251	13267
SPIRE2	106	0	0	0	75	111
SPN	1511	2609	2802	1432	3451	4206
SPNS1	336	2652	3614	2000	2767	2234
SPNS2	0	91	78	0	0	0
SPNS3	0	0	0	0	0	0
SPO11	0	0	0	0	0	0
SPOCD1	0	0	0	0	0	0
SPOCK1	0	0	0	0	81	0
SPOCK2	0	0	2	0	0	1
SPOCK3	0	0	0	0	0	0
SPON1	0	0	0	0	0	0
SPON2	0	0	0	0	0	1
SPOP	558	1856	1766	824	3509	3102
SPOPL	230	1518	2343	976	3087	2801
SPOUT1	1392	2198	2447	477	2872	3157
SPP1	344548	1512340	1811156	506901	1391090	1393418
SPP2	0	0	0	0	0	0
SPPL2A	2070	9948	11506	5817	13903	12909
SPPL2B	138	472	120	121	387	155
SPPL2C	0	0	0	0	0	0
SPPL3	1588	5192	4673	2200	5676	4747
SPR	1482	4014	3606	799	3143	3511
SPRED1	4156	20778	25799	8995	22818	23291
SPRED2	330	1088	1356	393	1362	1290
SPRED3	0	0	0	0	1	5
SPRN	0	0	0	0	0	0
SPRNP1	0	0	0	0	0	0
SPRR1A	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0
SPRR2C	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0
SPRTN	318	415	737	260	880	1101
SPRY1	0	0	79	0	92	147
SPRY2	336	3594	2938	692	4262	3379
SPRY3	0	0	1	0	155	140
SPRY4	149	34	99	4	410	924
SPRY4-AS1	0	0	0	0	0	0
SPRY4-IT1	0	21	0	16	81	5
SPRYD3	1539	3710	3613	1297	2825	2818
SPRYD4	216	1338	528	236	1407	804
SPRYD7	184	958	416	2	448	788
SPSB1	1	1	2	293	423	579
SPSB2	299	148	1	151	169	38
SPSB3	250	283	93	437	673	696
SPSB4	0	0	0	0	0	0
SPTA1	0	0	1	0	37	0
SPTAN1	1382	4837	4507	2660	5881	7141
SPTB	0	0	0	0	0	0
SPTBN1	9	393	601	345	1368	1331
SPTBN2	269	121	75	34	221	234
SPTBN4	0	0	0	0	0	57
SPTBN5	0	3	176	331	164	263
SPTLC1	2132	6281	6038	1790	8959	7557
SPTLC2	594	3396	3077	1247	2748	2339
SPTLC3	0	81	0	0	0	0
SPTSSA	226	1311	1283	336	2517	1905
SPTSSB	0	0	0	0	45	28
SPTY2D1	683	2852	2878	1573	4895	3660
SPTY2D1OS	0	0	0	0	0	0
SPX	0	0	0	0	0	0
SPZ1	0	0	0	0	0	0
SQLE	1422	6272	7491	2818	12427	11470
SQOR	1963	5710	7267	3535	5344	7198
SQSTM1	7368	24460	29574	26544	48067	55755
SRA1	767	1742	1537	1319	2078	1745
SRARP	0	0	0	0	0	0
SRBD1	249	1174	922	531	1591	979
SRC	1151	2191	2306	1141	4907	3305
SRCAP	1451	2243	3703	545	3153	3490
SRCIN1	0	0	0	0	0	0
SRD5A1	0	237	710	340	996	876
SRD5A1P1	0	0	0	0	0	0
SRD5A2	0	0	0	0	0	0
SRD5A3	1057	2806	2627	533	2953	3195
SRD5A3-AS1	0	0	0	0	0	0
SREBF1	284	654	672	1285	1555	1657
SREBF2	695	3782	3622	1805	4462	3965
SREK1	42617	9067	8189	3501	11824	14315
SREK1IP1	948	2227	1938	462	1535	1297
SRF	1915	4949	6318	2846	6060	4811
SRFBP1	196	200	725	204	880	1297
SRGAP1	559	347	335	142	702	756
SRGAP2	1109	2246	3377	2820	3750	4183
SRGAP2-AS1	0	0	0	0	0	0
SRGAP2B	383	2056	2509	0	2619	1317
SRGAP2C	634	2064	1422	963	1942	2955
SRGAP2D	11	319	156	369	18	402
SRGAP3	121	784	276	357	664	655
SRGAP3-AS2	0	0	0	0	0	0
SRGAP3-AS3	0	4	0	0	0	0
SRGAP3-AS4	0	0	0	0	0	0
SRGN	3567	19203	22135	11153	33075	34728
SRI	476	1219	1623	163	951	1314
SRL	24	1	0	0	0	0
SRM	1600	3096	3347	451	1379	1285
SRMS	0	0	0	0	0	0
SRP14	5048	18061	17765	6872	22378	17593
SRP14-AS1	4	9	0	0	35	18
SRP19	1176	4618	3918	1097	3785	5345
SRP54	3992	11383	10614	3802	14463	14379
SRP54-AS1	0	0	0	0	0	62
SRP68	508	3623	4486	875	3904	4470
SRP72	2646	7166	7792	2311	7563	7767
SRP9	1213	13104	19244	3661	20702	21500
SRPK1	1	1032	1468	391	956	1579
SRPK2	975	2642	1762	1	3237	3050
SRPK3	0	0	0	0	0	0
SRPRA	2730	7495	5419	2246	4505	5442
SRPRB	2080	7104	9067	1652	5054	8536
SRPX	135	522	839	184	1100	363
SRPX2	1	6	94	2	1	2
SRR	0	240	322	519	811	360
SRRD	150	323	556	468	587	755
SRRM1	2983	7964	5937	3539	10186	10605
SRRM2	4087	7103	4856	3292	5531	5963
SRRM2-AS1	70	6	0	3	2	46
SRRM3	0	0	0	0	0	0
SRRM4	0	9	2	1	1	69
SRRM5	0	0	0	0	44	0
SRRT	3842	9285	8550	4626	13700	13750
SRSF1	25648	63935	75822	35742	74725	64167
SRSF10	1426	8593	10085	3714	11548	11640
SRSF11	15971	7608	7805	3973	8477	9589
SRSF12	13	0	1	7	96	16
SRSF2	2329	10287	15573	4608	13181	13089
SRSF3	4043	18719	24405	10760	28895	29371
SRSF4	3444	8876	8318	3896	13117	12837
SRSF5	5278	17410	18837	7689	37483	36746
SRSF6	721	3322	4489	1820	5253	5853
SRSF7	1603	7507	9504	5519	10004	10219
SRSF8	667	2301	2041	1992	3486	2557
SRSF9	3431	17944	15835	6247	19645	21752
SRXN1	648	2733	1542	1327	4066	3809
SRY	0	0	0	0	0	0
SS18	2098	7924	9293	4114	13919	12742
SS18L1	1	437	468	0	754	366
SS18L2	213	986	1251	517	803	1018
SSB	7894	20386	21441	6655	32511	30019
SSBP1	2224	7370	7026	2211	7436	8490
SSBP2	432	639	484	179	516	663
SSBP3	798	2454	2814	2256	2462	2592
SSBP3-AS1	0	0	0	0	49	0
SSBP4	116	1255	543	606	370	472
SSC4D	153	0	0	0	21	82
SSC5D	0	0	0	0	0	0
SSH1	577	3092	2722	356	4026	4209
SSH2	366	1265	1860	167	2800	2574
SSH3	0	527	429	203	530	628
SSMEM1	0	0	0	0	0	0
SSNA1	1355	1576	1757	1266	1555	1822
SSPN	0	430	478	584	498	492
SSPO	0	0	0	0	24	0
SSR1	4563	22058	23215	7795	17612	18484
SSR2	3716	4984	5072	3109	4052	5677
SSR3	3214	15556	14374	5310	15265	14040
SSR4	1477	2634	3176	1241	953	1493
SSR4P1	0	2	0	0	0	0
SSRP1	10261	21462	22377	12124	22248	28159
SSSCA1	136	90	319	0	335	508
SSSCA1-AS1	0	139	0	0	84	39
SST	0	0	0	0	0	0
SSTR1	1	1	0	0	0	0
SSTR2	197	0	58	0	2	2
SSTR3	0	0	0	0	0	0
SSTR4	0	0	0	0	0	0
SSTR5	0	0	0	0	0	0
SSTR5-AS1	2	2	2	1	7	0
SSU72	4063	11346	12591	4327	8546	8800
SSUH2	0	0	0	0	0	58
SSX1	0	0	1	2	0	0
SSX2	0	0	0	4	6	6
SSX2B	3	0	0	0	4	10
SSX2IP	0	401	592	1	384	479
SSX3	0	0	0	0	0	0
SSX4	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0
SSX5	0	3	0	0	0	0
SSX6P	0	0	0	0	0	0
SSX7	0	0	0	0	0	8
SSX8P	0	0	0	0	0	1
SSX9P	0	0	0	0	0	0
ST13	4116	16333	25245	7428	22818	23998
ST13P4	0	6	2	0	0	0
ST14	792	1169	1202	3592	4208	5059
ST18	2	14	2	0	117	206
ST20	0	131	0	0	119	148
ST20-AS1	0	6	542	0	190	222
ST20-MTHFS	0	0	0	0	0	0
ST3GAL1	1299	6779	7013	2938	6388	8711
ST3GAL2	875	1123	1460	1400	1669	2631
ST3GAL3	0	303	121	0	260	110
ST3GAL4	112	121	241	0	201	206
ST3GAL5	108	839	1532	526	1883	1366
ST3GAL5-AS1	2	0	140	207	0	0
ST3GAL6	727	4900	5840	1188	5764	4143
ST3GAL6-AS1	0	0	0	0	37	0
ST5	1026	2639	2370	1129	1746	2437
ST6GAL1	2702	6229	6874	1203	3180	4119
ST6GAL2	15	0	9	0	111	81
ST6GALNAC1	0	0	1	1	0	1
ST6GALNAC2	0	1	0	186	35	65
ST6GALNAC3	341	21	95	3	33	3
ST6GALNAC4	611	1185	1620	752	869	772
ST6GALNAC5	0	0	0	0	0	0
ST6GALNAC6	1328	1693	971	841	1429	1520
ST7	207	970	1840	578	1434	1405
ST7-AS1	0	0	0	0	54	1
ST7-AS2	0	0	0	0	0	0
ST7-OT3	0	0	0	0	0	0
ST7-OT4	0	8	0	0	0	0
ST7L	148	214	202	0	348	387
ST8SIA1	9	10	8	0	9	42
ST8SIA2	0	0	0	0	0	48
ST8SIA3	0	0	62	0	2	0
ST8SIA4	1963	7217	9751	4111	14214	12124
ST8SIA5	0	0	0	0	1	0
ST8SIA6	0	1	0	0	0	0
ST8SIA6-AS1	0	0	0	0	0	0
STAB1	15256	55138	54915	20912	35450	49900
STAB2	0	0	0	0	0	0
STAC	0	0	8	217	46	58
STAC2	29	10	100	30	162	179
STAC3	801	2251	1366	375	1386	1729
STAG1	418	1871	1845	507	2338	3028
STAG2	638	3859	4989	648	3427	4393
STAG3	14	360	449	0	250	677
STAG3L1	62	195	0	2	0	414
STAG3L2	27	407	155	611	469	327
STAG3L3	246	0	20	0	443	0
STAG3L4	102	22	209	0	107	164
STAG3L5P	0	0	54	0	16	0
STAG3L5P-PVRIG2P-PILRB	0	0	0	0	0	0
STAM	471	1043	1205	369	979	863
STAM-AS1	0	5	2	0	0	0
STAM2	675	1899	2942	1054	2731	2826
STAMBP	1455	2787	1931	514	3397	2254
STAMBPL1	120	426	297	0	269	406
STAP1	0	0	48	0	1	0
STAP2	0	12	97	1	30	205
STAR	111	0	0	23	2	1
STARD10	0	1	185	594	553	451
STARD13	1112	3730	4701	723	3396	3863
STARD13-AS	0	0	0	0	0	0
STARD3	1427	4517	3921	2376	3642	3305
STARD3NL	810	5333	5950	1260	5446	5040
STARD4	427	3882	5652	2187	6369	6442
STARD4-AS1	0	0	4	0	0	0
STARD5	0	82	237	212	177	200
STARD6	0	0	0	0	0	0
STARD7	22945	43678	44421	25614	45270	41810
STARD7-AS1	226	196	99	0	86	297
STARD8	45	2332	1083	459	1028	1249
STARD9	0	68	336	0	562	320
STAT1	869	6135	8098	3247	12065	13927
STAT2	920	2261	2208	1972	4285	3841
STAT3	2085	6223	5382	3824	7600	7822
STAT4	0	0	0	0	153	98
STAT5A	3849	8264	7417	4781	7379	9042
STAT5B	1291	3712	2621	598	3055	3058
STAT6	1396	3940	4596	2149	5761	5562
STATH	0	0	0	0	0	0
STAU1	1550	6647	6369	2394	7072	8321
STAU2	68	2063	1773	351	2495	1950
STAU2-AS1	11	0	2	0	69	13
STBD1	161	593	561	588	1282	1125
STC1	0	0	1	0	1	49
STC2	0	0	0	1	0	30
STEAP1	0	65	0	0	0	0
STEAP1B	0	22	129	0	351	225
STEAP2	95	1	6	4	46	1
STEAP2-AS1	0	0	0	0	0	0
STEAP3	325	580	498	178	204	126
STEAP3-AS1	0	0	0	0	0	19
STEAP4	2	0	0	0	90	0
STH	0	0	0	0	0	0
STIL	0	809	606	0	651	1027
STIM1	1141	3241	3795	1140	2749	3068
STIM2	174	594	464	332	753	842
STIMATE	1720	4091	5226	509	3897	3789
STIP1	4853	11171	9933	6118	12134	13542
STK10	2792	9012	7203	4264	10296	11228
STK11	1450	6573	4475	3579	8563	8607
STK11IP	0	525	736	642	870	1227
STK16	1005	707	973	317	874	735
STK17A	330	658	907	550	1371	1464
STK17B	706	2888	2922	1450	4708	4325
STK19	1	468	1016	641	959	722
STK24	1175	8616	8375	4973	10265	8566
STK24-AS1	0	0	0	0	0	0
STK25	856	1571	2730	683	2866	3144
STK26	143	329	1152	1	357	157
STK3	0	391	890	151	825	668
STK31	0	0	0	0	0	0
STK32A	0	0	0	0	0	0
STK32A-AS1	0	0	0	0	0	0
STK32B	588	1507	1328	465	687	429
STK32C	173	973	651	1054	751	557
STK33	131	0	2	0	1	1
STK35	319	1834	1684	266	1504	2080
STK36	218	868	1076	469	1868	650
STK38	2900	3945	5345	2386	4524	5700
STK38L	321	2665	3782	964	5506	3753
STK39	278	215	254	0	345	637
STK4	781	4404	5710	1778	4613	4534
STK4-AS1	0	0	0	3	85	36
STK40	1406	8739	8468	2881	5795	7673
STKLD1	0	0	0	0	0	0
STMN1	1506	6432	9558	8712	24705	22475
STMN2	121	98	85	1	761	1443
STMN3	0	49	78	0	68	1
STMN4	0	0	0	0	49	154
STMND1	0	0	0	0	0	0
STMP1	1440	3149	3614	1460	4211	3055
STN1	0	434	1042	322	566	961
STOM	987	3944	4949	2186	6766	5414
STOML1	171	274	255	0	296	158
STOML2	1483	4609	3824	995	3115	4342
STOML3	0	0	0	0	0	0
STON1	0	0	0	0	36	3
STON1-GTF2A1L	0	0	0	0	0	0
STON2	56	208	589	65	617	491
STOX1	0	0	43	0	0	0
STOX2	2	223	1	1	553	344
STPG1	60	0	155	0	144	103
STPG2	0	0	0	0	0	0
STPG2-AS1	0	0	0	0	0	0
STPG3	0	0	0	0	0	0
STPG3-AS1	0	0	0	0	0	0
STPG4	0	0	0	0	0	0
STRA6	0	0	0	0	2	32
STRA8	0	0	0	0	0	0
STRADA	706	1254	1369	571	1677	2160
STRADB	169	1635	1475	550	1586	719
STRAP	1655	9196	9782	3990	8684	9078
STRBP	6	234	521	0	187	279
STRC	0	0	0	0	0	0
STRCP1	0	0	0	0	0	0
STRIP1	420	1217	736	258	1496	1564
STRIP2	519	17	253	125	113	129
STRN	171	1777	1751	489	2210	2300
STRN3	290	175	396	1	1042	837
STRN4	1271	4395	2236	1528	4090	3878
STS	661	1342	1540	37	909	945
STT3A	10786	23215	22116	12600	25703	24461
STT3A-AS1	0	89	0	0	0	0
STT3B	3962	20867	25787	8053	29070	24985
STUB1	2024	3825	5141	2326	3839	3809
STUM	0	0	0	164	73	45
STX10	2044	4596	5509	2202	5008	4708
STX11	195	687	632	430	1794	1532
STX12	1673	5537	8089	2452	8490	8198
STX16	323	2455	2666	299	3380	3143
STX16-NPEPL1	0	0	0	0	0	97
STX17	90	184	390	565	754	637
STX17-AS1	0	0	0	0	1	0
STX18	706	668	1086	0	912	1591
STX18-AS1	0	0	0	0	0	0
STX18-IT1	0	0	0	0	0	0
STX19	0	41	0	0	0	0
STX1A	0	67	53	0	40	7
STX1B	2	76	0	0	70	106
STX2	307	710	525	211	683	696
STX3	490	2614	3360	1879	2419	3272
STX4	2823	4087	4033	3324	5499	5669
STX5	0	789	806	387	422	982
STX6	450	3150	2424	862	2880	3052
STX7	1479	9612	10783	5074	10919	9820
STX8	1211	1725	1289	1203	1023	1904
STXBP1	81	269	979	2	1113	899
STXBP2	3265	8182	9123	4504	9722	10518
STXBP3	375	1805	1892	448	2879	2283
STXBP4	0	0	12	0	151	78
STXBP5	56	477	325	213	598	682
STXBP5-AS1	0	0	4	0	1	3
STXBP5L	0	0	0	0	0	0
STXBP6	0	72	1	0	177	1
STYK1	0	0	0	0	0	1
STYX	491	1766	3041	719	3592	2968
STYXL1	141	710	507	216	891	675
SUB1	1870	10738	12367	3677	13678	12188
SUCLA2	754	2441	3024	780	4825	4563
SUCLG1	3601	6543	7828	3486	7978	8525
SUCLG2	2	1526	2540	400	2994	2066
SUCLG2-AS1	4	1	69	5	3	67
SUCNR1	36	3371	3899	140	1620	1719
SUCO	236	1266	1691	1074	1316	1390
SUDS3	320	2699	3319	961	4923	4309
SUFU	547	2905	3048	866	4367	4335
SUGCT	0	0	0	0	0	0
SUGP1	532	1315	1151	1935	2343	2351
SUGP2	1402	1470	2248	422	2163	2402
SUGT1	2944	10686	10727	3971	10878	10342
SUGT1P1	0	139	0	0	0	1
SUGT1P3	0	2	0	0	11	0
SUGT1P4-STRA6LP	0	0	0	0	0	0
SUGT1P4-STRA6LP-CCDC180	0	0	50	0	7	0
SULF1	0	0	0	0	0	0
SULF2	1	91	4	3	0	265
SULT1A1	554	882	577	544	751	1502
SULT1A2	196	32	93	0	0	0
SULT1A3	0	0	0	172	113	0
SULT1A4	0	0	0	172	113	0
SULT1B1	0	0	0	0	0	0
SULT1C2	89	389	86	236	219	354
SULT1C2P1	0	0	0	0	9	0
SULT1C3	0	0	0	0	0	0
SULT1C4	18	61	0	158	3	5
SULT1E1	2	15	1	0	5	0
SULT2A1	1	18	0	2	0	2
SULT2B1	0	0	0	0	0	0
SULT4A1	0	7	82	0	12	0
SULT6B1	0	0	0	0	0	0
SUMF1	2063	8313	8723	5952	10679	8848
SUMF2	2003	8701	9514	3581	9428	7701
SUMO1	529	6030	8526	1565	9662	7912
SUMO1P1	189	0	1	179	217	56
SUMO1P3	0	0	0	0	0	0
SUMO2	1484	11424	13208	3015	13426	11244
SUMO3	1488	9223	8589	3720	8762	8737
SUMO4	0	1	2	0	0	0
SUN1	2	1096	1786	999	1211	1687
SUN2	691	3813	3511	2709	7510	7475
SUN3	0	0	0	0	0	0
SUN5	0	0	0	0	0	0
SUOX	128	620	474	21	995	660
SUPT16H	4519	14778	15510	5178	18606	22159
SUPT20H	0	456	273	188	555	704
SUPT20HL1	0	0	0	0	0	0
SUPT20HL2	32	55	52	0	10	124
SUPT3H	0	141	81	0	41	0
SUPT4H1	873	2947	3339	970	2688	3447
SUPT5H	2865	8773	9175	3343	10439	12571
SUPT6H	1100	6113	7181	1926	6313	8793
SUPT7L	257	1497	1604	740	1089	1773
SUPV3L1	0	772	1153	1	945	1169
SURF1	99	929	397	661	792	836
SURF2	0	584	550	205	167	366
SURF4	2017	11111	10479	4354	10032	10012
SURF6	3939	6646	5627	1503	6743	6329
SUSD1	1545	5652	5898	3646	5133	7541
SUSD2	0	0	0	0	0	0
SUSD3	432	391	643	272	409	611
SUSD4	0	0	0	0	0	0
SUSD5	0	0	87	0	3	84
SUSD6	2277	7655	8948	3408	9268	9712
SUV39H1	754	2722	2806	2626	2974	2833
SUV39H2	569	214	866	242	448	533
SUZ12	1424	2399	3099	2090	3311	4651
SUZ12P1	345	262	101	243	182	0
SV2A	0	0	82	0	1	39
SV2B	63	29	24	9	164	97
SV2C	10	1	1	1	4	0
SVBP	151	361	217	221	273	399
SVEP1	0	66	0	0	1	0
SVIL	1	4	58	1	130	166
SVIL-AS1	102	0	0	0	1	0
SVIL2P	0	0	0	0	0	0
SVIP	159	377	666	132	303	226
SVOP	238	41	123	67	216	233
SVOPL	0	0	0	0	0	0
SWAP70	1545	8273	8976	5028	11108	13703
SWI5	1	147	0	0	268	302
SWSAP1	124	189	186	0	131	63
SWT1	146	238	185	205	120	50
SYAP1	2014	4404	3890	630	2632	3120
SYBU	0	51	0	0	0	0
SYCE1	0	0	0	0	0	0
SYCE1L	0	90	1	14	213	0
SYCE2	0	0	0	0	40	0
SYCE3	0	0	0	0	102	0
SYCN	0	0	0	0	0	0
SYCP1	0	0	0	0	0	0
SYCP2	0	0	0	0	0	0
SYCP2L	0	0	0	0	0	0
SYCP3	0	0	0	0	0	0
SYDE1	0	157	0	0	23	0
SYDE2	127	0	7	0	120	71
SYF2	1298	4446	4403	764	7427	10237
SYK	3263	10495	13233	4869	16593	18435
SYMPK	225	962	1290	1582	1790	2150
SYN1	0	0	0	0	40	0
SYN2	0	0	0	0	0	0
SYN3	0	0	0	0	0	0
SYNC	1415	3837	3409	1479	4636	4969
SYNCRIP	10783	28993	30160	11337	34748	36519
SYNDIG1	0	0	0	0	0	0
SYNDIG1L	0	0	0	0	0	0
SYNE1	0	1052	1183	834	1653	1960
SYNE1-AS1	0	0	0	0	0	0
SYNE2	0	66	4	0	121	100
SYNE3	374	1102	1104	729	857	565
SYNE4	0	0	0	0	0	0
SYNGAP1	0	0	1	0	152	47
SYNGR1	0	0	0	152	0	0
SYNGR2	8308	15383	16610	13677	18158	21422
SYNGR3	0	59	0	0	0	0
SYNGR4	0	0	0	0	0	0
SYNJ1	0	688	312	1	672	619
SYNJ2	123	98	0	150	219	116
SYNJ2-IT1	2	2	0	0	0	0
SYNJ2BP	89	3514	2665	640	4800	4360
SYNJ2BP-COX16	0	4	0	0	0	0
SYNM	0	30	85	0	59	58
SYNPO	45	114	0	0	2	0
SYNPO2	193	92	58	331	147	5
SYNPO2L	151	80	70	3	27	2
SYNPR	0	0	0	0	0	0
SYNPR-AS1	0	0	0	0	0	0
SYNRG	198	3832	3257	1732	4323	4298
SYP	0	68	0	0	97	65
SYP-AS1	0	0	0	0	0	0
SYPL1	1276	4306	4084	1545	4398	3840
SYPL2	0	44	64	0	85	40
SYS1	2012	5530	6059	3068	6652	4434
SYS1-DBNDD2	0	0	0	0	0	0
SYT1	0	4	0	1	37	180
SYT10	0	0	0	0	0	0
SYT11	202	345	428	9	280	182
SYT12	0	0	0	0	0	0
SYT13	0	0	0	1	4	0
SYT14	0	0	0	0	0	0
SYT14P1	0	0	0	0	0	0
SYT15	213	186	0	2	96	113
SYT16	0	0	0	0	0	0
SYT17	211	80	0	0	26	76
SYT2	114	573	20	6	5	6
SYT3	0	0	0	0	0	0
SYT4	0	0	50	0	351	238
SYT5	0	0	0	0	0	0
SYT6	41	146	449	0	55	70
SYT7	79	0	0	0	11	174
SYT8	0	0	0	0	0	0
SYT9	0	0	0	0	0	0
SYTL1	0	0	0	0	108	1
SYTL2	0	0	0	0	0	1
SYTL3	1	399	0	1	242	253
SYTL4	11	250	157	0	172	282
SYTL5	0	0	0	0	0	0
SYVN1	341	929	637	1011	1840	960
SZRD1	1532	7564	5498	2931	6187	8274
SZT2	130	318	576	237	278	365
SZT2-AS1	0	16	103	0	24	30
TAAR1	0	0	0	0	0	0
TAAR2	0	0	0	0	0	0
TAAR3P	0	0	0	0	0	0
TAAR5	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0
TAAR8	0	0	0	0	0	0
TAAR9	0	0	0	0	0	0
TAB1	553	888	765	268	1101	2297
TAB2	1680	4865	4954	3476	7578	5956
TAB2-AS1	0	0	0	0	0	0
TAB3	7	2683	1770	551	2299	1577
TAB3-AS1	9	0	1	0	0	0
TAC1	0	0	0	0	0	0
TAC3	0	0	0	0	0	0
TAC4	0	0	0	0	0	0
TACC1	10501	21433	20932	9945	23052	22370
TACC2	0	618	976	719	931	1844
TACC3	2312	6542	4769	5883	12977	15212
TACO1	1378	3142	2546	2678	3662	4542
TACR1	0	0	0	0	0	0
TACR2	139	0	0	221	42	0
TACR3	0	0	0	0	0	0
TACSTD2	0	1	0	0	2	0
TADA1	0	90	428	0	70	156
TADA2A	181	622	446	196	980	938
TADA2B	447	2314	1511	667	2368	1979
TADA3	1600	4992	5682	2420	5008	6282
TAF1	374	1659	1357	914	2553	2493
TAF10	696	1267	1302	698	688	789
TAF11	227	1956	2066	247	2248	2186
TAF12	526	3085	1763	765	3267	1860
TAF13	177	529	905	183	1836	1151
TAF15	6409	17446	13807	5140	14961	19480
TAF1A	2	3	365	89	99	252
TAF1A-AS1	0	0	92	1	41	0
TAF1B	0	279	218	0	556	399
TAF1C	66	478	355	417	787	663
TAF1D	548	1235	748	150	1546	1589
TAF1L	2	7	1	1	0	0
TAF2	155	965	917	213	711	1129
TAF3	4848	2483	2127	404	2328	3847
TAF4	173	1526	1568	1154	1620	1847
TAF4B	0	73	1	142	29	97
TAF5	225	725	734	338	1121	1215
TAF5L	244	1623	2861	1421	2584	2503
TAF6	378	1354	1401	581	2073	1420
TAF6L	60	575	418	113	469	352
TAF7	836	3006	3196	1612	4497	4732
TAF7L	0	29	0	0	0	0
TAF8	56	1056	952	364	1229	1310
TAF9	0	1495	1322	214	1196	1293
TAF9B	380	1123	1030	246	1472	772
TAGAP	0	1532	1241	380	1657	1651
TAGLN	528	447	2	0	174	0
TAGLN2	1628	4598	5446	4105	5588	5617
TAGLN3	0	0	0	0	39	0
TAL1	420	2869	3362	203	539	585
TAL2	0	0	0	0	0	0
TALAM1	1332	0	0	0	0	0
TALDO1	4395	16694	16089	13551	27899	30964
TAMM41	0	316	79	0	206	585
TANC1	613	182	500	149	887	696
TANC2	0	767	515	235	596	1252
TANGO2	1120	2299	2369	724	2082	2385
