symbol	Biffle	CAR_MplusCHLA_3	H9_MplusCHLA_1	H9_MplusCHLA_2	H9_MplusCHLA_3	CAR_MplusCHLA_1	CAR_MplusCHLA_2
SNORD114-2	0	0	0	0	0	0	0
SNORD114-20	0	0	0	0	0	0	0
SNORD114-21	0	0	0	0	0	0	0
SNORD114-22	0	0	0	0	0	0	0
SNORD114-23	0	0	0	0	0	0	0
SNORD114-24	0	0	0	0	0	0	0
SNORD114-25	0	0	0	0	0	0	0
SNORD114-26	0	0	0	0	0	0	0
SNORD114-27	0	0	0	0	0	0	0
SNORD114-28	0	0	0	0	0	0	0
SNORD114-29	0	0	0	0	0	0	0
SNORD114-3	0	0	0	0	0	0	0
SNORD114-30	0	0	0	0	0	0	0
SNORD114-31	0	0	0	0	0	0	0
SNORD114-4	0	0	0	0	0	0	0
SNORD114-5	0	0	0	0	0	0	0
SNORD114-6	0	0	0	0	0	0	0
SNORD114-7	0	0	0	0	0	0	0
SNORD114-8	0	0	0	0	0	0	0
SNORD114-9	0	0	0	0	0	0	0
SNORD115-1	0	0	0	0	0	0	0
SNORD115-10	0	0	0	0	0	0	0
SNORD115-11	0	0	0	0	0	0	0
SNORD115-12	0	0	0	0	0	0	0
SNORD115-13	0	0	0	0	0	0	0
SNORD115-14	0	0	0	0	0	0	0
SNORD115-15	0	0	0	0	0	0	0
SNORD115-16	0	0	0	0	0	0	0
SNORD115-17	0	0	0	0	0	0	0
SNORD115-18	0	0	0	0	0	0	0
SNORD115-19	0	0	0	0	0	0	0
SNORD115-2	0	0	0	0	0	0	0
SNORD115-20	0	0	0	0	0	0	0
SNORD115-21	0	0	0	0	0	0	0
SNORD115-22	0	0	0	0	0	0	0
SNORD115-23	0	0	0	0	0	0	0
SNORD115-24	0	0	0	0	0	0	0
SNORD115-25	0	0	0	0	0	0	0
SNORD115-26	0	0	0	0	0	0	0
SNORD115-27	0	0	0	0	0	0	0
SNORD115-28	0	0	0	0	0	0	0
SNORD115-29	0	0	0	0	0	0	0
SNORD115-3	0	0	0	0	0	0	0
SNORD115-30	0	0	0	0	0	0	0
SNORD115-31	0	0	0	0	0	0	0
SNORD115-32	0	0	0	0	0	0	0
SNORD115-33	0	0	0	0	0	0	0
SNORD115-34	0	0	0	0	0	0	0
SNORD115-35	0	0	0	0	0	0	0
SNORD115-36	0	0	0	0	0	0	0
SNORD115-37	0	0	0	0	0	0	0
SNORD115-38	0	0	0	0	0	0	0
SNORD115-39	0	0	0	0	0	0	0
SNORD115-4	0	0	0	0	0	0	0
SNORD115-40	0	0	0	0	0	0	0
SNORD115-41	0	0	0	0	0	0	0
SNORD115-42	0	0	0	0	0	0	0
SNORD115-43	0	0	0	0	0	0	0
SNORD115-44	0	0	0	0	0	0	0
SNORD115-45	0	0	0	0	0	0	0
SNORD115-46	0	0	0	0	0	0	0
SNORD115-47	0	0	0	0	0	0	0
SNORD115-48	0	0	0	0	0	0	0
SNORD115-5	0	0	0	0	0	0	0
SNORD115-6	0	0	0	0	0	0	0
SNORD115-7	0	0	0	0	0	0	0
SNORD115-8	0	0	0	0	0	0	0
SNORD115-9	0	0	0	0	0	0	0
SNORD116-1	0	0	0	0	0	0	0
SNORD116-10	0	0	0	0	0	0	0
SNORD116-11	0	0	0	0	0	0	0
SNORD116-12	0	0	0	0	0	0	0
SNORD116-13	0	0	0	0	0	0	0
SNORD116-14	0	0	0	0	0	0	0
SNORD116-15	0	0	0	0	0	0	0
SNORD116-16	0	0	0	0	0	0	0
SNORD116-17	0	0	0	0	0	0	0
SNORD116-18	0	0	0	0	0	0	0
SNORD116-19	0	0	0	0	0	0	0
SNORD116-2	0	0	0	0	0	85	0
SNORD116-20	0	0	0	0	0	0	0
SNORD116-21	0	0	0	0	0	0	0
SNORD116-22	0	0	0	44	0	0	0
SNORD116-23	0	0	0	0	0	0	0
SNORD116-24	0	0	0	0	0	0	0
SNORD116-25	0	0	0	0	0	0	0
SNORD116-26	0	0	0	0	0	0	0
SNORD116-27	0	0	0	0	0	0	0
SNORD116-28	0	0	0	0	0	0	0
SNORD116-29	0	0	0	0	0	0	0
SNORD116-3	0	0	0	0	0	0	0
SNORD116-30	0	0	0	0	0	0	0
SNORD116-4	0	0	0	0	0	0	0
SNORD116-5	0	0	0	0	0	0	0
SNORD116-6	0	0	0	0	0	85	0
SNORD116-7	0	0	0	0	0	0	0
SNORD116-8	0	0	0	0	0	1	0
SNORD116-9	0	0	0	0	0	0	0
SNORD117	0	0	0	0	0	0	0
SNORD118	0	0	0	0	0	0	0
SNORD119	0	0	0	0	0	0	0
SNORD11B	0	0	0	0	0	0	0
SNORD12	0	0	0	0	0	0	0
SNORD121A	0	0	0	0	0	0	0
SNORD121B	0	0	0	0	0	0	0
SNORD123	0	0	0	0	0	0	0
SNORD124	0	0	0	0	0	0	0
SNORD125	0	0	0	0	0	0	0
SNORD126	0	0	0	0	0	0	0
SNORD127	0	0	0	0	0	0	0
SNORD128	0	0	0	0	0	0	0
SNORD129	0	0	0	0	0	0	0
SNORD12B	0	0	0	0	0	0	0
SNORD12C	0	0	0	0	0	0	0
SNORD13	0	0	0	0	0	0	0
SNORD130	0	0	0	0	0	0	0
SNORD131	0	0	0	0	0	0	0
SNORD132	0	0	0	0	0	0	0
SNORD133	0	0	0	0	0	0	0
SNORD134	0	0	0	0	0	0	0
SNORD135	0	0	0	0	0	0	0
SNORD136	0	0	0	0	0	0	0
SNORD137	0	0	0	0	0	0	0
SNORD138	0	0	0	0	0	0	0
SNORD139	0	0	0	0	0	0	0
SNORD13B-1	0	0	0	0	0	0	0
SNORD13B-2	0	0	0	0	0	0	0
SNORD13C	0	0	0	0	0	0	0
SNORD13D	0	0	0	0	0	0	0
SNORD13E	0	0	0	0	0	0	0
SNORD13F	0	0	0	0	0	0	0
SNORD13G	0	0	0	0	0	0	0
SNORD13H	0	0	0	0	0	0	0
SNORD13I	0	0	0	0	0	0	0
SNORD13J	0	0	0	0	0	0	0
SNORD140	0	0	0	0	0	0	0
SNORD141A	1575	7521	1575	6458	7151	2906	7176
SNORD141B	1575	7521	1575	6458	7151	2906	7176
SNORD142	0	0	0	0	0	0	0
SNORD143	0	4	0	0	0	0	0
SNORD144	0	0	0	0	0	0	0
SNORD145	0	0	0	0	0	0	0
SNORD146	0	0	0	0	0	0	0
SNORD147	0	0	0	0	0	0	0
SNORD148	0	0	0	0	0	0	0
SNORD149	0	0	0	0	0	0	0
SNORD14A	0	0	0	0	0	15	0
SNORD14B	0	0	0	0	1	0	0
SNORD14C	0	0	0	0	0	0	2
SNORD14D	0	0	0	0	0	0	0
SNORD14E	0	0	0	0	0	0	0
SNORD150	0	0	0	0	0	0	0
SNORD151	0	0	0	0	0	0	0
SNORD152	0	0	0	0	0	0	0
SNORD153	0	0	0	0	0	0	0
SNORD154	0	0	0	0	0	0	0
SNORD155	0	0	0	0	0	0	0
SNORD156	0	0	0	0	0	0	0
SNORD157	0	0	0	0	0	0	0
SNORD158	0	0	0	0	0	0	0
SNORD159	0	0	0	0	0	0	0
SNORD15A	0	0	0	0	0	0	0
SNORD15B	0	0	0	0	0	0	0
SNORD16	0	0	0	0	0	0	3
SNORD160	0	0	0	0	0	0	0
SNORD161	0	0	0	0	0	0	0
SNORD162	0	0	0	0	0	0	0
SNORD163	0	0	0	0	0	0	0
SNORD164	0	0	0	0	0	0	0
SNORD165	0	0	0	0	0	0	0
SNORD166	0	0	0	0	0	0	0
SNORD167	0	0	0	0	0	0	0
SNORD168	0	0	0	0	0	0	0
SNORD169	0	0	0	0	0	0	0
SNORD17	203	5	203	62	0	0	32
SNORD170	0	0	0	0	0	0	0
SNORD172	0	0	0	0	0	0	0
SNORD173	0	0	0	0	0	0	0
SNORD175	0	0	0	0	0	0	0
SNORD18A	0	0	0	0	0	0	0
SNORD18B	0	0	0	0	0	0	0
SNORD18C	0	0	0	0	0	0	0
SNORD19	0	0	0	0	0	0	0
SNORD19B	0	0	0	0	0	0	0
SNORD19C	0	0	0	0	0	0	0
SNORD1A	0	0	0	0	0	0	0
SNORD1B	0	0	0	0	0	0	0
SNORD1C	0	0	0	0	0	0	0
SNORD2	0	0	0	0	0	0	0
SNORD20	0	0	0	0	0	0	0
SNORD21	0	0	0	0	0	0	36
SNORD22	0	71	0	0	1	0	0
SNORD23	0	0	0	0	0	0	0
SNORD24	0	0	0	0	0	0	0
SNORD25	0	0	0	0	0	0	0
SNORD26	0	19	0	0	0	0	0
SNORD27	0	0	0	0	0	0	0
SNORD28	0	0	0	0	0	0	0
SNORD28B	0	0	0	0	0	0	0
SNORD29	0	0	0	0	0	0	0
SNORD30	0	9	0	0	0	0	0
SNORD31	0	0	0	0	0	0	0
SNORD31B	0	0	0	0	0	0	0
SNORD32A	0	0	0	0	0	0	15
SNORD32B	0	0	0	0	0	0	0
SNORD33	0	0	0	0	0	0	0
SNORD34	0	0	0	0	0	0	0
SNORD35A	0	0	0	0	0	0	0
SNORD35B	0	0	0	0	0	0	1
SNORD36A	0	1	0	0	0	0	0
SNORD36B	0	0	0	0	0	0	0
SNORD36C	0	0	0	0	0	0	0
SNORD37	0	0	0	0	0	0	0
SNORD38A	0	0	0	0	0	0	0
SNORD38B	0	0	0	0	0	0	0
SNORD38C	0	0	0	0	0	0	0
SNORD38D	0	0	0	0	0	0	0
SNORD3A	6	0	6	77	23	30	15
SNORD3B-1	13	0	13	153	0	60	30
SNORD3B-2	13	0	13	153	0	60	30
SNORD3C	6	0	6	2	23	0	0
SNORD3D	6	0	6	77	0	30	15
SNORD3E	0	0	0	0	0	0	0
SNORD3F	0	0	0	0	0	0	0
SNORD3G	0	0	0	0	0	0	0
SNORD3H	0	0	0	0	0	0	0
SNORD3I	0	0	0	0	0	0	0
SNORD3J	0	0	0	0	0	0	0
SNORD3K	0	0	0	0	0	0	0
SNORD3P3	0	0	0	0	0	0	0
SNORD41	0	0	0	0	0	0	0
SNORD42A	0	0	0	0	0	0	0
SNORD42B	0	0	0	0	0	0	0
SNORD43	0	0	0	0	0	0	0
SNORD44	0	0	0	0	0	0	0
SNORD45A	0	0	0	0	0	0	0
SNORD45B	0	0	0	0	0	0	0
SNORD45C	0	0	0	0	0	0	0
SNORD46	0	0	0	0	0	0	0
SNORD47	0	0	0	0	0	0	0
SNORD48	0	0	0	0	0	0	0
SNORD49A	0	0	0	0	0	0	0
SNORD49B	0	0	0	0	0	0	0
SNORD4A	0	0	0	0	0	0	0
SNORD4B	0	0	0	0	0	0	0
SNORD5	0	0	0	0	0	0	0
SNORD50A	0	0	0	0	0	0	0
SNORD50B	0	0	0	0	0	0	1
SNORD51	0	0	0	0	0	0	0
SNORD52	0	0	0	0	0	0	0
SNORD53	0	0	0	0	0	0	0
SNORD53B	0	0	0	0	0	0	0
SNORD54	0	1	0	0	0	0	0
SNORD55	0	0	0	0	0	0	0
SNORD56	0	0	0	0	0	0	0
SNORD56B	0	0	0	0	0	0	0
SNORD57	0	0	0	0	0	0	8
SNORD58A	0	0	0	0	0	0	0
SNORD58B	0	0	0	0	0	0	0
SNORD58C	0	2	0	1	0	0	0
SNORD59A	0	0	0	0	0	0	0
SNORD59B	0	0	0	0	0	0	0
SNORD6	0	0	0	0	0	0	0
SNORD60	0	0	0	0	0	0	0
SNORD61	0	0	0	0	0	0	0
SNORD62A	0	0	0	0	0	0	0
SNORD62B	0	0	0	0	0	0	0
SNORD63	0	71	0	0	0	0	0
SNORD63B	0	0	0	0	0	0	0
SNORD64	0	0	0	0	0	0	0
SNORD65	0	0	0	0	0	0	0
SNORD65B	0	0	0	0	0	0	0
SNORD65C	0	0	0	0	0	0	0
SNORD66	0	0	0	0	0	0	0
SNORD67	0	0	0	0	0	0	0
SNORD68	5	0	5	1	0	0	7
SNORD69	0	0	0	0	0	0	0
SNORD7	0	0	0	0	0	0	0
SNORD70	0	0	0	0	0	0	0
SNORD70B	0	0	0	0	0	0	0
SNORD71	0	0	0	0	0	0	0
SNORD72	0	0	0	0	0	0	0
SNORD73A	0	0	0	0	0	0	0
SNORD73B	0	0	0	0	0	0	0
SNORD74	0	0	0	0	0	0	0
SNORD74B	0	0	0	0	0	0	0
SNORD75	0	0	0	0	0	0	0
SNORD76	0	0	0	0	0	0	0
SNORD77	0	0	0	0	0	0	0
SNORD77B	0	0	0	0	0	0	0
SNORD78	0	0	0	0	0	0	0
SNORD79	0	0	0	5	0	0	0
SNORD8	0	0	0	0	0	0	0
SNORD80	3	0	3	0	6	0	0
SNORD81	0	0	0	0	0	0	0
SNORD82	0	0	0	0	0	0	0
SNORD83A	0	0	0	0	0	0	0
SNORD83B	0	0	0	0	0	0	0
SNORD84	0	0	0	0	0	0	0
SNORD86	0	0	0	0	0	0	0
SNORD87	0	0	0	0	0	0	0
SNORD88A	0	0	0	0	0	0	0
SNORD88B	0	0	0	0	0	0	0
SNORD88C	0	0	0	0	0	0	0
SNORD89	0	0	0	0	0	0	0
SNORD9	0	0	0	0	0	0	0
SNORD90	0	0	0	0	0	0	0
SNORD91A	0	0	0	0	0	0	0
SNORD91B	0	0	0	0	0	0	0
SNORD92	0	0	0	0	0	0	0
SNORD93	0	0	0	0	0	0	0
SNORD94	0	0	0	0	0	0	0
SNORD95	0	0	0	0	0	0	2
SNORD96A	0	0	0	0	0	0	0
SNORD96B	0	0	0	0	0	0	0
SNORD97	0	0	0	0	0	0	0
SNORD98	0	0	0	0	0	0	0
SNORD99	0	0	0	0	0	0	0
SNPH	0	0	0	0	0	0	101
SNRK	125	2016	125	1714	1635	1053	1711
SNRK-AS1	0	0	0	0	0	0	0
SNRNP200	2499	11999	2499	7980	7564	3322	9440
SNRNP25	723	5550	723	3212	3023	2957	3994
SNRNP27	1211	4835	1211	2573	3196	1253	3948
SNRNP35	1602	3160	1602	1825	1009	1522	1889
SNRNP40	241	1821	241	976	1055	470	1556
SNRNP48	897	3132	897	2007	1778	169	3925
SNRNP70	12090	22487	12090	21905	19734	10303	18040
SNRPA	982	2531	982	1857	2347	1676	1886
SNRPA1	1606	5815	1606	5413	4790	1876	5628
SNRPB	2367	6686	2367	6695	5651	3824	6719
SNRPB2	761	6006	761	4695	5552	1362	5792
SNRPC	1441	3995	1441	3080	4276	1442	2864
SNRPD1	9678	21664	9678	17132	18337	7485	19826
SNRPD2	2147	3447	2147	4048	3179	862	3782
SNRPD2P2	0	0	0	0	0	0	0
SNRPD3	11268	40391	11268	26945	26497	16158	44244
SNRPE	708	3534	708	3076	4023	1684	3449
SNRPF	9889	21172	9889	20252	16782	7986	21807
SNRPG	3874	7336	3874	8209	6706	2338	7983
SNRPN	592	2504	592	2854	2234	2289	3203
SNTA1	43	18	43	1	0	0	46
SNTB1	182	1364	182	1319	1539	710	2181
SNTB2	120	369	120	807	738	184	340
SNTG1	0	0	0	0	0	0	0
SNTG2	0	0	0	0	0	0	0
SNTN	0	7	0	1	0	0	0
SNU13	3521	5398	3521	7199	7677	1170	5011
SNUPN	376	949	376	461	198	0	1113
SNURF	592	3457	592	3725	2257	2466	2209
SNW1	2651	15743	2651	9301	8965	6012	16770
SNX1	1124	10059	1124	5482	6168	3041	9651
SNX10	1	725	1	697	435	178	667
SNX11	1749	4586	1749	3233	4602	2428	4503
SNX12	1156	3030	1156	2888	2974	414	3478
SNX13	1	3799	1	1800	2837	729	2541
SNX14	681	3152	681	3981	3769	1441	3466
SNX15	109	0	109	0	0	0	61
SNX16	184	394	184	208	218	147	127
SNX17	2139	10772	2139	9777	10401	5141	11383
SNX18	4067	11722	4067	11073	15510	7037	13874
SNX19	722	2746	722	1616	1942	835	3098
SNX2	12495	50669	12495	38764	42119	16680	48968
SNX20	459	2247	459	461	709	687	1418
SNX21	0	439	0	261	240	351	279
SNX22	655	108	655	1	2	117	51
SNX24	1063	2390	1063	3175	2910	885	3540
SNX25	145	356	145	514	719	136	372
SNX27	787	2794	787	2791	2609	597	2280
SNX29	582	2325	582	3061	2567	1359	2601
SNX29P1	0	0	0	0	0	0	0
SNX29P2	0	0	0	0	0	0	0
SNX3	4991	32210	4991	28603	30622	12007	38040
SNX30	217	3267	217	2370	2532	984	3241
SNX31	0	0	0	0	0	0	0
SNX32	0	0	0	0	0	0	0
SNX33	0	767	0	280	755	530	1036
SNX4	1440	5842	1440	5448	5225	1298	7140
SNX5	2091	16317	2091	11757	9566	6379	14691
SNX6	3362	13281	3362	10669	12504	3905	13806
SNX7	639	1612	639	1005	722	639	1922
SNX8	5555	12603	5555	11185	11724	6673	10730
SNX9	234	4179	234	2459	2537	1375	4066
SOAT1	1198	8773	1198	6062	7831	3047	9342
SOAT2	0	0	0	0	0	0	0
SOBP	123	600	123	321	148	41	319
SOCS1	0	0	0	1	0	0	20
SOCS2	0	246	0	0	91	0	171
SOCS2-AS1	0	0	0	0	0	0	0
SOCS3	189	1245	189	448	306	1118	1659
SOCS4	278	1617	278	1307	1408	378	2398
SOCS5	0	1172	0	864	571	515	1174
SOCS6	1091	6032	1091	4462	7342	2072	6813
SOCS7	159	851	159	1203	358	759	648
SOD1	9428	34719	9428	27431	29080	14122	32516
SOD2	2470	92900	2470	16575	18614	31240	87905
SOD2-OT1	0	2	0	0	0	0	0
SOD3	0	0	0	0	0	0	0
SOGA1	412	1698	412	466	1020	1115	1154
SOGA3	0	0	0	0	0	0	92
SOHLH1	0	0	0	0	0	0	0
SOHLH2	0	0	0	0	0	0	0
SON	3527	14965	3527	12019	10416	4225	15153
SORBS1	2	5	2	98	108	0	90
SORBS2	0	0	0	0	0	0	0
SORBS3	994	2084	994	2353	1762	1597	1610
SORCS1	0	103	0	332	324	0	127
SORCS2	0	0	0	0	0	0	0
SORCS3	0	0	0	0	0	0	0
SORCS3-AS1	0	0	0	0	0	0	0
SORD	486	3080	486	3470	3139	1576	3890
SORD2P	0	381	0	118	316	0	143
SORL1	667	921	667	2581	1907	585	599
SORT1	1662	6149	1662	7044	6698	2176	5610
SOS1	1	1193	1	1286	1294	111	1710
SOS2	225	1869	225	997	1548	124	2655
SOST	0	0	0	0	0	0	0
SOSTDC1	0	0	0	0	0	0	0
SOWAHA	0	0	0	1	0	0	0
SOWAHB	0	1	0	0	1	1	0
SOWAHC	128	377	128	169	443	3	756
SOWAHD	1	598	1	753	834	140	466
SOX1	0	0	0	0	0	0	0
SOX1-OT	0	0	0	0	0	0	0
SOX10	0	0	0	0	0	0	0
SOX11	7	72	7	21	144	196	275
SOX12	164	833	164	276	614	365	387
SOX13	0	2	0	170	35	325	45
SOX14	0	0	0	0	0	0	0
SOX15	198	1	198	0	0	0	0
SOX17	0	0	0	0	0	0	0
SOX18	0	62	0	0	0	0	0
SOX2	0	0	0	0	0	0	0
SOX2-OT	22	16	22	2	9	0	31
SOX21	0	0	0	0	0	0	0
SOX21-AS1	0	0	0	0	0	0	0
SOX3	0	0	0	0	0	0	0
SOX30	0	0	0	0	0	0	0
SOX4	954	1466	954	1222	1444	737	1131
SOX5	0	0	0	0	0	0	3
SOX5-AS1	0	0	0	0	0	0	0
SOX6	0	0	0	0	0	0	0
SOX7	2	162	2	1	0	0	1
SOX8	0	0	0	0	0	0	0
SOX9	0	2	0	0	1	0	143
SOX9-AS1	0	2	0	35	5	0	0
SP1	944	6761	944	4982	5343	1875	6735
SP100	1556	4292	1556	3013	3551	1836	5050
SP110	1423	2626	1423	2163	1048	1483	2652
SP140	578	1771	578	1198	1499	426	871
SP140L	269	2989	269	3393	2177	1135	3630
SP2	192	1693	192	1334	937	508	1080
SP2-AS1	0	0	0	0	1	2	2
SP3	105	3687	105	2712	3407	1062	4324
SP4	103	62	103	402	114	0	361
SP5	0	0	0	0	0	0	0
SP6	0	125	0	0	0	0	0
SP7	0	0	0	0	0	0	0
SP8	0	0	0	0	0	0	0
SP9	0	0	0	0	0	0	0
SPA17	0	0	0	0	0	0	45
SPAAR	0	0	0	0	0	0	0
SPACA1	0	0	0	0	0	0	0
SPACA3	0	0	0	0	0	0	0
SPACA4	0	0	0	0	0	0	0
SPACA5	0	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0	0
SPACA6	0	54	0	0	2	0	0
SPACA6P-AS	0	0	0	1	2	4	5
SPACA7	0	0	0	0	0	0	0
SPACA9	350	144	350	6	127	0	147
SPAG1	0	216	0	214	117	0	800
SPAG11A	0	0	0	0	0	0	0
SPAG11B	0	0	0	0	0	0	0
SPAG16	102	444	102	223	311	394	329
SPAG17	0	0	0	0	0	0	0
SPAG4	0	53	0	0	0	0	46
SPAG5	103	4288	103	1452	747	1762	2995
SPAG5-AS1	0	0	0	0	0	0	0
SPAG6	1	0	1	0	51	0	0
SPAG7	1573	6114	1573	5677	4278	2118	5990
SPAG8	0	0	0	0	0	0	48
SPAG9	141	5699	141	2430	2682	1620	5212
SPAM1	0	0	0	0	0	0	0
SPANXA1	0	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0	0
SPANXA2-OT1	0	0	0	0	0	0	38
SPANXB1	0	0	0	0	0	0	0
SPANXC	0	0	0	0	0	0	0
SPANXD	0	0	0	0	0	0	0
SPANXN1	0	0	0	0	0	0	0
SPANXN2	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0	0
SPARC	5687	34995	5687	17538	17987	11999	33294
SPARCL1	0	0	0	0	0	0	0
SPART	2431	12303	2431	9240	10345	3169	9602
SPART-AS1	0	0	0	0	0	0	0
SPAST	797	2470	797	1820	1444	599	2323
SPATA1	0	0	0	0	0	0	4
SPATA12	0	80	0	0	0	0	0
SPATA13	20	481	20	470	436	2	335
SPATA13-AS1	0	2	0	0	0	0	0
SPATA16	0	0	0	0	0	0	0
SPATA17	0	0	0	0	0	0	0
SPATA17-AS1	0	0	0	0	0	0	0
SPATA18	0	53	0	0	0	1	0
SPATA19	0	0	0	0	0	0	0
SPATA2	0	475	0	736	487	0	229
SPATA20	563	1944	563	2176	2262	536	1681
SPATA21	0	0	0	0	0	0	0
SPATA22	0	0	0	0	0	0	0
SPATA24	0	167	0	284	92	0	0
SPATA25	0	0	0	0	0	0	0
SPATA2L	0	120	0	108	233	224	196
SPATA3	0	0	0	0	0	0	0
SPATA3-AS1	0	0	0	0	0	0	0
SPATA31A1	0	0	0	0	0	0	0
SPATA31A3	0	0	0	0	0	0	0
SPATA31A5	0	0	0	0	0	0	0
SPATA31A6	0	0	0	0	0	0	0
SPATA31A7	0	0	0	0	0	0	0
SPATA31C1	0	0	0	0	0	0	0
SPATA31C2	0	0	0	0	0	0	0
SPATA31D1	0	0	0	0	0	0	0
SPATA31D3	0	0	0	0	0	0	0
SPATA31D4	0	0	0	0	0	0	0
SPATA31D5P	0	0	0	0	0	0	0
SPATA31E1	0	0	0	0	0	0	0
SPATA32	0	0	0	0	0	0	0
SPATA33	168	315	168	23	171	0	197
SPATA4	0	0	0	0	0	0	0
SPATA41	0	0	0	30	0	154	0
SPATA42	0	0	0	0	0	0	0
SPATA45	0	0	0	0	0	0	0
SPATA46	0	0	0	0	0	0	0
SPATA48	0	0	0	0	0	0	0
SPATA5	923	983	923	335	680	200	1021
SPATA5L1	311	650	311	440	626	2	884
SPATA6	0	0	0	1	0	0	17
SPATA6L	0	0	0	2	3	0	0
SPATA7	0	157	0	126	262	152	228
SPATA8	0	0	0	0	0	0	0
SPATA8-AS1	0	0	0	0	0	0	0
SPATA9	0	0	0	0	0	0	0
SPATC1	0	69	0	0	2	0	0
SPATC1L	164	337	164	275	457	182	201
SPATS1	0	0	0	0	0	0	0
SPATS2	542	129	542	232	127	0	84
SPATS2L	817	4162	817	2981	3634	1679	3542
SPC24	599	1499	599	1105	865	1011	1490
SPC25	117	1067	117	912	673	590	1097
SPCS1	1705	11250	1705	10507	14098	1753	12142
SPCS2	3084	11748	3084	8816	8628	2281	9985
SPCS3	20753	46119	20753	54266	60566	22401	52665
SPDEF	0	0	0	0	0	0	0
SPDL1	396	1568	396	972	688	435	1382
SPDYA	0	0	0	0	0	0	0
SPDYC	0	0	0	0	0	0	0
SPDYE1	0	0	0	1	0	0	27
SPDYE10P	0	0	0	0	0	0	0
SPDYE11	0	4	0	0	0	0	72
SPDYE13P	0	0	0	0	0	0	0
SPDYE14P	0	0	0	0	0	0	0
SPDYE15P	0	0	0	0	0	0	0
SPDYE16	0	0	0	0	0	154	0
SPDYE17	0	0	0	0	2	0	0
SPDYE18	0	0	0	0	0	0	0
SPDYE2	0	0	0	0	0	0	0
SPDYE2B	0	0	0	0	0	0	0
SPDYE3	0	0	0	0	106	128	49
SPDYE4	0	0	0	0	0	0	0
SPDYE5	0	0	0	0	0	0	0
SPDYE6	0	82	0	0	0	0	0
SPDYE7P	0	0	0	0	0	0	0
SPDYE8P	0	0	0	0	0	0	0
SPECC1	911	5956	911	3543	3920	1105	7070
SPECC1L	140	2250	140	1710	2693	694	2186
SPECC1L-ADORA2A	2	0	2	0	0	0	0
SPEF1	0	0	0	0	0	0	0
SPEF2	0	0	0	5	0	0	0
SPEG	0	65	0	0	0	0	0
SPEM1	0	0	0	0	0	0	0
SPEM2	0	0	0	0	0	0	0
SPEN	279	2673	279	1374	1774	219	3418
SPERT	0	0	0	0	0	0	0
SPESP1	0	0	0	0	0	0	0
SPG11	540	1194	540	1235	1224	327	1555
SPG21	1465	7676	1465	5791	7012	2462	7639
SPG7	404	4034	404	2839	2041	2134	3716
SPHAR	0	0	0	0	0	0	0
SPHK1	119	556	119	640	585	222	370
SPHK2	0	1267	0	639	855	286	1071
SPHKAP	0	0	0	0	0	0	0
SPI1	9650	24263	9650	21667	17030	15103	20547
SPIB	403	127	403	0	0	2	121
SPIC	0	0	0	0	0	0	0
SPICE1	172	339	172	216	478	0	69
SPIDR	293	1036	293	633	698	901	996
SPIN1	582	7284	582	3148	5894	1524	6602
SPIN2A	0	0	0	0	0	0	0
SPIN2B	189	290	189	69	573	330	612
SPIN3	0	213	0	0	64	0	185
SPIN4	0	550	0	545	340	0	633
SPINDOC	386	1111	386	325	789	1172	709
SPINK1	0	1	0	2	0	1	0
SPINK13	0	0	0	0	0	0	0
SPINK14	0	0	0	0	0	0	0
SPINK2	0	0	0	0	0	0	0
SPINK4	0	0	0	0	0	0	0
SPINK5	0	0	0	0	0	0	0
SPINK6	0	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0	0
SPINK8	0	0	0	0	0	0	0
SPINK9	0	0	0	0	0	0	0
SPINT1	365	3788	365	1756	1299	3047	4112
SPINT1-AS1	0	0	0	0	0	0	0
SPINT2	3347	7190	3347	7317	8248	2136	6229
SPINT3	0	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0	0
SPIRE1	4187	13267	4187	16046	14755	4425	18251
SPIRE2	106	111	106	0	0	0	75
SPN	1511	4206	1511	2609	2802	1432	3451
SPNS1	336	2234	336	2652	3614	2000	2767
SPNS2	0	0	0	91	78	0	0
SPNS3	0	0	0	0	0	0	0
SPO11	0	0	0	0	0	0	0
SPOCD1	0	0	0	0	0	0	0
SPOCK1	0	0	0	0	0	0	81
SPOCK2	0	1	0	0	2	0	0
SPOCK3	0	0	0	0	0	0	0
SPON1	0	0	0	0	0	0	0
SPON2	0	1	0	0	0	0	0
SPOP	558	3102	558	1856	1766	824	3509
SPOPL	230	2801	230	1518	2343	976	3087
SPOUT1	1392	3157	1392	2198	2447	477	2872
SPP1	344548	1393418	344548	1512340	1811156	506901	1391090
SPP2	0	0	0	0	0	0	0
SPPL2A	2070	12909	2070	9948	11506	5817	13903
SPPL2B	138	155	138	472	120	121	387
SPPL2C	0	0	0	0	0	0	0
SPPL3	1588	4747	1588	5192	4673	2200	5676
SPR	1482	3511	1482	4014	3606	799	3143
SPRED1	4156	23291	4156	20778	25799	8995	22818
SPRED2	330	1290	330	1088	1356	393	1362
SPRED3	0	5	0	0	0	0	1
