gene_id	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep1	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep2	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep3	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_1	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_2	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_3
SLC16A14	20	0	38	144	53	54
SLC16A2	8	5	72	106	77	77
SLC16A3	192	367	281	466	376	435.34
SLC16A4	2.36	0	5.26	1	15.01	6.23
SLC16A5	15	7	32	15	17	5
SLC16A6	0	0	24	0	1	4
SLC16A7	12	0	13	13	9	3
SLC16A8	0	0	0	0	0	0
SLC16A9	271	331	505	417	304.36	401
SLC17A1	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0
SLC17A4	8	26	0	0	0	1
SLC17A5	179.94	223.4	230.52	269.38	287.47	243.09
SLC17A6	0	0	0	0	0	0
SLC17A7	0	0	0	7	7	0
SLC17A8	0	0	0	0	0	0
SLC17A9	1	0	35	2	3	8
SLC18A1	0	0	0	0	0	3
SLC18A2	0	3	0	0	0	1
SLC18A3	0	0	0	0	0	0
SLC18B1	29.87	25	32	63	34	37
SLC19A1	5	1	16	31	20	30
SLC19A2	110	51	92	206	112.94	148.6
SLC19A3	0	0.93	4.09	0	1	14.29
SLC1A1	0	0	0	15	5.02	10
SLC1A2	0	0	0	0	0	0
SLC1A3	0	34	27	58	91	57
SLC1A4	91	231	195	314	294	402
SLC1A5	199.02	193.96	280.01	594.3	449.56	500.01
SLC1A6	0	0	0	0	0	0
SLC1A7	0	0	0	0	0	6
SLC20A1	1311.32	1871.83	1875.22	1473.02	890.01	1226.82
SLC20A2	82	156	177	147	168	278
SLC22A1	0	0	0	0	0	0
SLC22A11	0	0	0	0	0	0
SLC22A12	0	0	0	0	0	0
SLC22A13	0	0	0	0	0	0
SLC22A14	0	0	1	1	0	8
SLC22A15	82	50	122	41	31	72
SLC22A16	0	0	3	0	0	1
SLC22A17	13	10	18	13	38	39
SLC22A18	1	1	1	0	5	0
SLC22A18AS	0	0	0	0	0	0
SLC22A2	0	0	0	0	0	0
SLC22A20	0	0	0	0	0	0
SLC22A23	280	362	713	180	100	159
SLC22A3	0	0	0	0	0	0
SLC22A31	0	0	0	0	0	0
SLC22A4	10	0	37	0	3	0
SLC22A5	2	32	29	4	17	10
SLC22A6	0	0	0	0	0	0
SLC22A7	0	0	0	0	0	0
SLC22A8	0	0	0	0	0	0
SLC23A1	0	0	0	0	0	0
SLC23A2	12	69	62.85	84	21	47
SLC23A3	0	0	0	0	0	0
SLC24A1	58.02	107.35	84.31	88.15	38.81	34.26
SLC24A2	0	0	2	19	1	9
SLC24A3	0	1	0	7	0	13
SLC24A4	0	0	0	0	0	0
SLC24A5	0	0	0	0	1	0
SLC25A1	365	490	390	232	281	304
SLC25A10	21	48	21	34	48	28
SLC25A11	51	244	180	150	166	186
SLC25A12	96	47	118.68	144	95	87
SLC25A13	288	363	539	750	468	542
SLC25A14	4	1	34	41.99	11	18
SLC25A15	27	2	35	18	22	34
SLC25A16	82	68.8	84.75	94	44	48.82
SLC25A17	132	63	83	132	153	164
SLC25A18	0	0	1	0	0	0
SLC25A19	17	50	39	9	4	27
SLC25A2	0	0	0	0	0	0
SLC25A20	54	18	56	75	24	30
SLC25A21	0	0	7	30	10	20
SLC25A22	56	13	44	59	77	39
SLC25A23	34	34	164.07	209	119	270
SLC25A24	1087.37	1294.63	1446.61	1547.96	1263.57	1077.93
SLC25A25	160	148	135	103	149.58	104
SLC25A26	119	44	73	118	60	92
SLC25A27	88	42	75	15	19	16
SLC25A28	0	18	29	26	31	42
SLC25A29	47	118.3	84.05	90.67	75.86	80
SLC25A3	1231	1734	1351	2196	1836.99	2127.98
SLC25A30	43	102	201	330	261	184
SLC25A31	0	0	0	0	0	0
SLC25A32	100	55	125	203	197	215
SLC25A33	161	233	148	171	121	175
SLC25A34	1.08	5.41	25.91	0	7.09	1.87
SLC25A35	0	0	17	0	4	1
SLC25A36	196.42	142	339	416	264.17	288.03
SLC25A37	86.2	30.03	164.21	123.23	134.32	107.23
SLC25A38	45	175	208	165	185	136
SLC25A39	50	46	117	224	113	264
SLC25A4	810	1305.98	659.99	1095	993	747
SLC25A40	177	325	308.95	159	144	152
SLC25A41	0	0	3.93	0	0	0.98
SLC25A42	8	0	1	0	0	0
SLC25A44	19	53	86	93	75	97
SLC25A45	0	0	0	0	0	0
SLC25A46	195	108	321	292	244	244
SLC25A47	0	0	0	0	0	0
SLC25A48	0	0	0	0	0	3
SLC25A5	1734	1741	1719.92	1683.25	1358	1704
SLC25A51	26.47	26.68	112.12	131.74	55.5	80.17
SLC25A52	44.53	34.32	105.88	102.25	94.51	93.94
SLC25A53	17	27	21.27	10	11.9	5
SLC25A6	1771	2154.02	2077.01	2243	1840	2697
SLC26A1	0	0	0	0	0	0
SLC26A10	0	0	0	2.27	0	0
SLC26A11	5	41	41	7	3	2
SLC26A2	426.03	683.68	662.39	545.51	339.55	415.3
SLC26A3	0	0	0	0	0	0
SLC26A4	0	0	3.01	1.34	3.5	0.68
SLC26A5	0	0	0	0	0	0
SLC26A6	94	129	115	145	93.99	148
SLC26A7	0	0	0	0	0	0
SLC26A8	0	0	2	0	0	0
SLC26A9	0	0	1	0	0	0
SLC27A1	40.11	118.43	85.11	69.24	26.36	33.52
SLC27A2	0	6	0	0	1	0
SLC27A3	53	76	87	71	18	50
SLC27A4	41	41	175	189	135	149
SLC27A5	26	51	19	17	5	6
SLC27A6	0	1	0	0	2	0
SLC28A1	0	0	0	0	0	0
SLC28A2	0	0	0	0	0	0
SLC28A3	0	0	0	0	0	0
SLC29A1	14	51.02	62.93	59	61	56
SLC29A2	56	29	24	29	36	72
SLC29A3	36	57	82	52	34	18
SLC29A4	0	0	0	13	10	6
SLC2A1	345	435	622	807	634	912
SLC2A10	198.12	261.83	325.07	198.86	171.81	117.41
SLC2A11	0	1.41	22.15	65.79	59	18
SLC2A12	0	72	20.01	30	30	4
SLC2A13	114	147	137	169	101	77
SLC2A2	0	4	0	0	1	4
SLC2A3	1257.08	2087.43	2324.14	7360.09	5221.21	5221.17
SLC2A4	0	0	3	12	0	13
SLC2A4RG	153.98	35	89	178	103	185
SLC2A5	0	1	0	0	0	0
SLC2A6	115.04	84.56	214.05	148.73	122.13	180.94
SLC2A7	0	0	0	0	0	0
SLC2A8	16	125.94	18	9	26	17
SLC2A9	0	0	7	0	0	0
SLC30A1	164	281	317	430.01	434.01	420
SLC30A10	0	0	0	0	0	0
SLC30A2	0	0	0	0	0	0
SLC30A3	0	0	0.45	0	0	0
SLC30A4	32.42	1	44.93	12.37	23.06	28.35
SLC30A5	160.25	310	240.01	303.08	222.01	277.84
SLC30A6	58.37	39.64	62.53	110.38	114.54	45.31
SLC30A7	0	15	54	51	38	67
SLC30A8	0	0	0	0	0	0
SLC30A9	380	499	579.07	1276.96	714	815
SLC31A1	17	10	90.99	182	75	127
SLC31A2	37	1	7	14	13	29
SLC32A1	0	0	0	0	0	0
SLC33A1	82	43	173	164	158	158
SLC34A1	0	0	0	0	0	0
SLC34A2	0	0	4.2	0	0	0
SLC34A3	0	0	0	0	0	0
SLC35A1	91	98	109	132	67	93
SLC35A2	119	156	221	278	237	212
SLC35A3	56.9	162.58	137.78	73.25	104.69	47.81
SLC35A4	19	167	166	250	172	206
SLC35A5	186	277	295	235	220	188
SLC35B1	168	284	218	387	241	336.55
SLC35B2	64	130	74	276	119	164
SLC35B3	154	74	141	165.1	112	141
SLC35B4	12	25.01	72.66	75.02	35	63.63
SLC35C1	0	18	5	18	0	23
SLC35C2	339	476	375.92	389	327	382
SLC35D1	25	81	87	214	125	163.01
SLC35D2	329	596	514	121	124.98	233
SLC35D3	9	12	1	5	7	10
SLC35E1	28	73	150.42	152	172	102.02
SLC35E2B	114.39	88.56	444.86	379.9	216.08	422.89
SLC35E3	76.99	128.4	114.22	74.19	72.95	34.18
SLC35E4	0	0	1	0	0	5
SLC35F1	0	0	1	10	6	5
SLC35F2	199.19	132	373.17	285.05	216.34	213.01
SLC35F3	0	0	0	0	0	0
SLC35F4	0	0	0	0	0	0
SLC35F5	189	326	333	153.66	145	123
SLC35F6	0	0	4.84	23	4	5
SLC35G1	31	167	88.93	224	130.88	154
SLC35G2	52	4	47	38	15	22
SLC35G6	0	0	0	0	0	0
SLC36A1	47	31	102	62	52	65
SLC36A2	0.99	21.32	23.58	16.4	11.94	9.13
SLC36A3	0	0	0	0	0	0
SLC36A4	193.62	230	376.9	386	305	302.07
SLC37A1	0	2	1.76	0	3	1
SLC37A2	0	0	0	10	0	0
SLC37A4	28	32	96	134	120	123.85
SLC38A1	431.98	449	847.71	905	547.27	668
SLC38A10	502	883	1041	1109	842	1095.82
SLC38A11	0	0	0	0	0	0
SLC38A2	705.27	860	1691.16	2137	1403.93	1841.87
SLC38A3	0	0	6	0	0	2
SLC38A4	0	0	0	21	2	7.99
SLC38A5	6	0	0	25.08	8.02	21
SLC38A6	52	47	51	60	86	70
SLC38A7	29	114	53	28	7	16
SLC38A8	0	0	0	0	0	0
SLC38A9	152	149	236	327	173	170
SLC39A1	230.37	317.32	310.43	623.05	363.29	513.07
SLC39A10	224	185.99	339.21	535.05	547.82	566
SLC39A11	61	143	200	105	96	76
SLC39A12	0	0	0	0	0	0
SLC39A13	49	65	194	63	66	82
SLC39A14	85	89	107.98	480	364.95	386.08
SLC39A2	0	0	0	0	0	0
SLC39A3	31	17	40	129.92	43	114
SLC39A4	22	18.92	9	18	65	27
SLC39A5	0	0	0	0	0	0
SLC39A6	68	158	190	927	606	815
SLC39A7	587	1077.07	798.72	1206.43	820.12	843
SLC39A8	127	266	175	631.6	498	468.97
SLC39A9	127	213	373	383.84	393	392
SLC3A1	0	0	0	0	0	0
SLC3A2	302.01	244	345.59	440.01	434.04	513.62
SLC40A1	207	234	401	51	32	70
SLC41A1	88	306	223	31	110	87
SLC41A2	26.65	4.37	24.92	6.35	31.03	10.97
SLC41A3	111	145	185	181	189	223
SLC43A1	21.1	17.63	33.32	77.34	81.6	60.37
SLC43A2	123	11	172.01	38	52	39
SLC43A3	28	119	102.02	10	16	18
SLC44A1	408.32	678.02	808.1	548.44	356.77	300
SLC44A2	446	787.61	763.18	630.99	350.05	473.93
SLC44A3	0	0	0	0	1	12
SLC44A4	0	0	0	0	0	0
SLC44A5	0	3.64	6.73	34.97	6.26	19.95
SLC45A1	0	0	0	0	0	0
SLC45A2	0	0	0	0	0	0
SLC45A3	10	5	13	25	14	9
SLC45A4	41	16	51	46	53	63.96
SLC46A1	9	55	76.11	60	50	77
SLC46A2	0	0	0	0	8	0
SLC46A3	156	419	264.98	5	19	17
SLC47A1	0	0	0	5.3	29.41	19.55
SLC47A2	0	0	0	0	0	0
SLC48A1	11.68	22.96	39.27	32.17	61.53	36.17
SLC4A1	0	11.53	1.82	0.99	1.17	4.73
SLC4A10	0	1	2	15	0	1
SLC4A11	0	14	28	5	4	4
SLC4A1AP	220.3	374	329	495	386	380.1
SLC4A2	140	213	284	402.92	467	405
SLC4A3	0	0	2	37.08	21	18
SLC4A4	0	1	5	190	111	150
SLC4A5	9	3	6	11	24	26
SLC4A7	181	233	241	379	276	346
SLC4A8	0	1	0	0	0	3
SLC4A9	0	0	0	0	0	0
SLC50A1	1147.83	1258.99	1001.39	520.39	555.65	496
SLC51A	33	32	50	30	34	42
SLC51B	34	69	28	0	0	0
SLC52A1	14.68	0	34.02	3	10.89	1
SLC52A2	87	64	107	139	112	185
SLC52A3	0	0	0	0	0	0
SLC5A1	0	0	0	0	0	0
SLC5A10	0	0	0	0	0	0
SLC5A11	1	0	0	6	0	0
SLC5A12	0	0	0	0	0	1
SLC5A2	0	0	0	0	0	0
SLC5A3	72	80	308.82	1283.01	829.68	972.62
SLC5A4	0	0	0	0	0	0
SLC5A5	0	0	0	0	0	0
SLC5A6	161	100	235	518	304	267
SLC5A7	0	0	0	0	0	0
SLC5A8	19.85	3.57	0	15.58	0	1.74
SLC5A9	0	0	0	0	0	0
SLC6A1	0	0	0	0	0	0
SLC6A11	0	0	0	0	4	0
SLC6A12	0	0	0	19	0	21
SLC6A13	0	15	3	0	0	0
SLC6A14	0	15.25	3.78	0.91	0	1.68
SLC6A15	0	0	0	0	11	8
SLC6A16	0	0	0	0	0	0
SLC6A17	0	1	0	0	0	3.16
SLC6A18	0	0	0	0	0	0
SLC6A19	0	0	0	0	0	0
SLC6A2	0	0	0	0	0	0
SLC6A20	3.15	5.85	12.56	11.37	2.39	7.74
SLC6A3	0	0	0	0	0	0
SLC6A4	0	0	0	0	0	2
SLC6A5	0	0	0	0	0	0
SLC6A6	208	256	543.98	355	232.84	352.03
SLC6A7	0	0	0	0	0	0
SLC6A8	0	8	47	209	202	200
SLC6A9	7	1	8	137	73	92
SLC7A1	124	150	281.47	815.39	591	703
SLC7A10	0	0	0	6	13	0
SLC7A11	27	4	155	264.96	152	244
SLC7A13	0	0	0	0	0	0
SLC7A14	0	0	0	0	0	0
SLC7A2	56.95	93.01	87.85	325.4	182.62	257.95
SLC7A3	0	0	0	73	46	21
SLC7A4	0	0	0	0	0	1
SLC7A5	14	24	92	568	424	533
SLC7A6	66.11	91	107.99	247.03	123.02	191
SLC7A6OS	92	96	112	108	110	87.56
SLC7A7	300	379	474	61	17	29
SLC7A8	50	31	139	48	27	33
SLC7A9	0	0	5	0	0	0
SLC8A1	0	1	0.74	26	35	0
SLC8A2	0	0	0	5	0	0
SLC8A3	0	2	0	0	0	0
SLC8B1	23.34	0	23.17	0	14.09	22.13
SLC9A1	13	2	86	65	16	35
SLC9A2	0	0	0	1	0	0
SLC9A3	0	0	0	0	0	0
SLC9A3R1	111	98	83	225	186	240
SLC9A3R2	6	38	78.91	73	149	67.91
SLC9A4	0	0	0	0	0	0
SLC9A5	0	0	5	0	0	0
SLC9A6	28	5	79	132	64	87
SLC9A7	0	0	2	8	0	0
SLC9A8	20	38	82	146	87	40
SLC9A9	145	45	112	43	14	46
SLC9B1	0	0	2	0	0	0
SLC9B2	70.05	142	114.99	118.47	62	118
SLC9C1	0	0	0	0	0	0
SLC9C2	0	0	0	0	0	0
SLCO1A2	0	0	0	0	0	0
SLCO1B1	0	3.62	0	0	0	0
SLCO1B3	0	0	0	0	0	0
SLCO1B7	0	0	0	0	0	0
SLCO1C1	0	0	0	0	0	0
SLCO2A1	0	2	0	3	0	0
SLCO2B1	12	70	48	8	0	19
SLCO3A1	0	8	14	152	156	124
SLCO4A1	0	0	0	1	7	9
SLCO4C1	0	29	46	6.65	0	4
SLCO5A1	0	0	1.77	0	8.75	0
SLCO6A1	0	0	0	0	0	0
SLF1	30	71	81	128	78	68
SLF2	96	85	139.28	331	167	221.92
SLFN11	0	2.98	0	0	0	0
SLFN12	0	3	3	0	0	3
SLFN12L	0	0	0	0	0	0
SLFN14	0	0	0	0	0	0
SLFN5	0	3	4	0	1	0
SLFNL1	0	0	6	0	4	3
SLIRP	303	196	252	150.48	152	188
SLIT1	0	0	0	0	24	1
SLIT2	80	82	205	1111	647	876.98
SLIT3	0	3.2	1.6	180	139.54	139
SLITRK1	0	0	0	0	0	0
SLITRK2	0	1	0	13	19	49
SLITRK3	0	0	0	1.99	0	0
SLITRK4	27.01	5	27.85	159	146	78
SLITRK5	6	5	4	73	47	42
SLITRK6	0	9	0	11	10	29
SLK	442	550	1263	1021	670	845
SLMAP	218	419	661	509	469	488
SLN	0	1	0	0	0	0
SLPI	0	0	0	0	0	0
SLTM	590.25	1460	1288	1543.99	1189.01	1209.43
SLU7	234	550	558	623	421	516
SLX1A	20	19	20	16	3	13
SLX4	12	7.59	55.25	71.99	36.07	51
SLX4IP	58	51	75	162	104	91
SMAD1	280.05	323	596.12	245	159	275
SMAD2	338	366.96	555	638	481	546
SMAD3	78.87	11	119	562	380	356.99
SMAD4	57	168	199	212	239	261.99
SMAD5	318.86	460.34	683.31	764.9	506.12	462.98
SMAD6	0	2	0	1	12	1
SMAD7	1	5	3	35	30.99	7
SMAD9	0	1	1	27	28	25
SMAGP	250	144	279	32	56	59
SMAP1	212	224	160	235	246	178.17
SMAP2	114	73	200	110	66	105
SMARCA1	1239	1810	2467	2989	2174.2	2207
SMARCA2	242	285	765.85	417	283	278.94
SMARCA4	614	1008	1361.91	2374	1448	1685.06
SMARCA5	1059	2333	2302	4171	2857.96	2759
SMARCAD1	296	488	524	775	521	625
SMARCAL1	44	174	70	152	131	98
SMARCB1	192	191	348.06	497	494	450
SMARCC1	937	1534.21	2290.42	4798.96	3063.15	3786.72
SMARCC2	431.99	936.84	883.38	891	394	529
SMARCD1	104	125	235.27	252	148	250
SMARCD2	179	174	126	167	105	120
SMARCD3	0	0	0	22	38	53
SMARCE1	930	2156	1410.04	2749.01	1723.23	2136
SMC1A	780	1299.01	2173.02	4582	2292	3084
SMC1B	0	0	0	0	6	0
SMC2	136	394	516.98	1136	672	804.9
SMC3	1680	4039	2832	6835	3944.78	4440
SMC4	915	2222.22	1679.57	3678	2498.43	2587.07
SMC5	175.74	166.28	524.77	538.8	420.91	344.99
SMC6	549	1151	1405	801	562.17	648
SMCHD1	234	214.98	393	842	642	724
SMCO1	0	0	0	0	0	0
SMCO2	0	0	0	0	0	0
SMCO3	156	424	164	1	25	5
SMCO4	96	117	124	120	86	85
SMCP	0	0	0	0	0	0
SMCR8	52.92	18.67	159.23	209.12	93.4	158.92
SMDT1	366	466	211	155	76	104
SMG1	320.01	455.01	1041.48	1149.13	717.18	904.85
SMG5	182	389	421	715	543	631
SMG6	219	239	397	656	458	495
SMG7	210	644	555	697	436	586
SMG8	129	102	138	166	134	176
SMG9	13	1	73.98	22	35	49.13
SMIM1	3	0	5	2	18	3
SMIM10	0	52	3	35	12	8
SMIM10L1	378	255	354	632	384	427
SMIM11A	181.05	262.14	94.14	98.19	208.18	117.54
SMIM12	165	214	190	205	145	122
SMIM13	31	122	53	90	60	43
SMIM14	268.13	222	278	142	65	103
SMIM15	1423	3337.05	1106	1973.01	1416.94	1334.01
SMIM17	44.29	2.43	28.03	26	18.78	8.74
SMIM18	0	0	0	0	0	0
SMIM19	166	275	156	156	117	159
SMIM2	15	0	3	0	0	1
SMIM20	100	117	84.8	134	66	78.84
SMIM21	0	0	0	0	0	0
SMIM22	0	0	0	0	0	0
SMIM23	0	0	0	0	0	0
SMIM24	0	1	0	0	0	0
SMIM3	177	150	240	316	194	246
SMIM4	55	29	62	89	84	48
SMIM5	0	0	0	0	0	0
SMIM6	0	0	0	0	0	0
SMIM7	729	664	617.21	427.11	298	388.99
SMIM8	36	62	44	99	88	98
SMIM9	0	0	0	0	0	0
SMLR1	0	0	0	0	0	0
SMN1	484.35	553.15	391.26	712.34	531.74	517.15
SMNDC1	157	350	190.81	207.65	183	204
SMO	60	95	95	317	205	212
SMOC1	1	1	1	55	69	53
SMOC2	0	0	2	17	6	9
SMOX	173	227	203	189.09	104	129
SMPD1	95	95	95	88	54	80
SMPD2	13	67	32	33	29	29
SMPD3	0	0	0	0	0	0
SMPD4	232.93	234.88	351.07	443.63	321.34	378.69
SMPD5	0	0	0	0	0	0
SMPDL3A	23	201	40	56	104	36
SMPDL3B	0	0	0	0	0	0
SMPX	0	0	0	0	0	0
SMS	1019.55	1268.03	1179.25	1165.59	1112.1	1126.89
SMTN	367	828	914	471	346	444
SMTNL1	653	2850	1169	127	95	86
SMTNL2	1	1	3	58	47	39
SMU1	262	226	557	684.99	621.94	748
SMUG1	28.18	79.7	76.2	98.05	104.05	114.98
SMURF1	134	121	253	136	80	96
SMURF2	439.03	1004.09	1002.93	665.88	476.68	690.86
SMYD1	0	0	0	0	0	0
SMYD2	43	238	140	201	140	151
SMYD3	35.03	70	82.42	63	66	48
SMYD4	111.14	312.58	148.59	116.31	91.67	106.58
SMYD5	66	161	155	280	145	199
SNAI1	0	0	14	46	47	69
SNAI2	16	83	71.01	224	215	226.43
SNAI3	0	0	0	0	0	0
SNAP23	391.64	434.35	836.8	635.77	324.32	405.89
SNAP25	0	0	1	0	0	5
SNAP29	91	81	94	106	77	80.01
SNAP47	22	104	79	63	122	84
SNAP91	0	0	0	0	8	2
SNAPC1	61	102	67	62	28	36
SNAPC2	29	12	11	28	9	28
SNAPC3	106.28	139	167	232	157.98	198
SNAPC4	42	104	90	107.01	66	101
SNAPC5	50	63	18	64	24	35
SNAPIN	230	384	202	134	88	138
SNCA	524.19	884.6	325	183	75	119
SNCAIP	48	354	347	21	15	7
SNCB	0	0	1	0	0	0
SNCG	435	950	311	55	32	33
SND1	574	826	1128	1661	1296.08	1446
SNED1	0	0	0	0	0	0
SNF8	628.19	875.99	538.62	928.8	863.13	792.09
SNIP1	121	147	103	118	108	153
SNN	134	456	282	244	209.07	189.04
SNPH	18	0	11	0	2	28
SNRK	446	528	1212	411	265	299
SNRNP200	771	752	1875.4	3850	2201	3008
SNRNP25	326	363	296	468	310	310
SNRNP27	473.11	664.01	388.21	450	437	402.11
SNRNP35	27.09	324.09	66.44	64.82	52.68	70.74
SNRNP40	178	307	189	322	233	284
SNRNP48	101	187	179	157	64	114
SNRNP70	1038	1482	1218	2081	1744	2238
SNRPA	82	330	176	507	362	342
SNRPA1	775	1009	680.05	936	741	839
SNRPB	1313	1775	1175	1707	1520.01	1810
SNRPB2	427	863.12	575	894	439	587
SNRPC	296.75	181.99	269.37	280	121.07	331.68
SNRPD1	654	809	559	1064	1232	1185.07
SNRPD2	494.77	646.9	488	423	365	413
SNRPD3	3035.3	3607.82	2297.35	3116.39	2700.06	2700.05
SNRPE	495	713	409	358	435	411
SNRPF	1099.3	1995	788.9	1721	1405	1391
SNRPG	586.58	657.34	427.8	318	326.96	381.92
SNTA1	0	0	1	6	23	3
SNTB1	0	0	1	2	6	31
SNTB2	72.14	43.9	213.97	136.07	98.23	108.28
SNTG1	0	0	0	0	0	1
SNTG2	0	0	0	0	0	6
SNTN	0	0	0	0	0	0
SNU13	461.6	762.39	732.44	704.85	642.47	672.17
SNURF	715	1020	675	656	666.99	595
SNW1	457	734.02	965	1200	926	1117
SNX1	311	626	654	755	628	576
SNX10	52	59	43.96	75	86	49
SNX11	96.08	217	163	229.9	108	109
SNX12	80.64	465.55	261.98	195.84	119.25	182.78
SNX13	145	292	420	506	273.43	293
SNX14	474	595	768	464	227	304
SNX15	28.09	30.01	41.14	16.85	24.86	39.43
SNX16	5	0	16	33	62	28
SNX17	463	466	652.97	763	646	733
SNX18	40	1	36	79	113	82
SNX19	120	170	199	364	256	308
SNX2	1587	3204	1787	1410	725	854
SNX20	0	1.01	0	0	0	3.01
SNX21	13.03	30.93	18	17.04	8.98	28
SNX22	0	0	0	0	0	0
SNX24	8	93	52.02	33	45	23
SNX25	67	59	87	103	82	93
SNX27	0	46	50	37	22	12
SNX29	28.03	4	76	35.04	31.8	52
SNX3	1219	1357.97	1151	802	697	640
SNX30	33	191	153	238	237	261
SNX31	14	25	17	24	10	6
SNX32	8	0	4	3	13	5
SNX33	80	44	113	168	121	135
SNX4	461	706	786	717	735	808
SNX5	456.31	846.56	620.13	889.71	669	653
SNX8	199	368	251	258	213	259
SNX9	838	434	1154	537	324	428
SOAT1	189	188	243	316	321	358
SOAT2	0	0	0	0	0	0
SOBP	38	23	88	147	72	109
SOCS1	4	0	0	5	4	0
SOCS2	245	486	331	68	34	60
SOCS3	10	2	28.16	55	47	38
SOCS4	43	14	83	132	19	120
SOCS5	54	52	123	215	147	118
SOCS6	85	213	174	337	260	211
SOCS7	4.64	3.12	54.82	102.06	95.06	83.21
SOD1	1121	1825.45	1033	1372.53	1098.14	998
SOD2	252.82	546.76	490.45	524.92	290.11	392.64
SOD3	1	1	0	6	10	11
SOGA1	0	14	155	241	346.87	198
SOGA3	42	0	44	10	27	27
SOHLH1	0	0	0	0	0	0
SOHLH2	0	0	2	0	0	0
SON	964	1592	2920.64	3198	2317	2497
SORBS1	148	103	360.14	178	102	147
SORBS2	246	457	518	153	102	64
SORBS3	70	137	162.01	170	154.97	144.34
SORCS1	0	0	17	16	8	7
SORCS2	0	32	6	0	2	2
SORCS3	33	99	93.99	2	16	10
SORD	80	44	74	48	29	50
SORL1	2.65	5	13	257	179	171
SORT1	319	433	654	486	213	354
SOS1	69	38	259	297	214	271
SOS2	61.97	244.18	434.75	238.49	165.98	205.48
SOST	46	93	47	1	0	6
SOSTDC1	0	1	0	0	0	0
SOWAHA	0	0	0	0	0	0
SOWAHB	0	0	0	0	0	3
SOWAHC	0	3.19	29.15	123.83	62.05	79.65
SOWAHD	0	0	0	0	0	0
SOX1	0	0	0	0	0	0
SOX10	0	0	0	0	0	0
SOX11	46	218	56	161	112	129
SOX12	62	48	190	174	200	181
SOX13	102	365	387	178	159	161
SOX14	0	0	0	0	0	0
SOX15	0	1	0	0	0	4
SOX17	311	451	199	2	38	4
SOX18	71	35	91.99	3	0	0
SOX2	3.77	7.18	1.06	3.22	6	24.77
SOX21	0	0	0	0	0	0
SOX3	0	0	0	0	0	0
SOX30	0	0	0	0	0	0
SOX4	195.94	367.08	305	878.51	754.96	803.9
SOX5	22	0	77.35	72	41.01	38
SOX6	0	1	0	3	0	2
SOX7	69.79	208.95	286.4	37.06	14.2	15.54
SOX8	0	1	1	4	0	0
SOX9	0	0	0	41	29	54
SP1	171	102.82	311	440.36	354.13	386.99
SP100	160.4	360.36	371.28	87.38	90.53	103.21
SP110	93	173	57	0	21	25
SP140	7	22	24.97	14	35	3
SP2	66.55	86.69	108.03	118.25	51.99	90.97
SP3	403	391.98	590.39	1019	729	575
SP4	22	3	46	84	50	43
SP5	5	50	18	48	8	53.99
SP6	0	1	27	0	0	1
SP7	0	0	0.99	0	0	0
SP8	0	28	17	0	4	1.01
SP9	0	0	0	0	0	0
SPA17	0	38	10	14	0.91	0
SPACA1	0	0	0	0	0	0
SPACA3	0	0	0	0	0	0
SPACA4	0	0	1.55	5.99	0	0.33
SPACA5	0	0	0	0	0	0
SPACA7	0	0	0	0	0	0
SPAG1	32	45	53	47	21	35
SPAG11B	0	0	0	0	0	0
SPAG17	0	0	2	0	5	0
SPAG4	0	87	22	0	0	1
SPAG5	148	275	218	499	384	442
SPAG6	0	0	0	0	0	0
SPAG7	581	1178	659	810	537	730
SPAG8	0	0	0	0	0	0
SPAG9	271.65	552.03	907.47	767.9	516.87	598.37
SPAM1	0	0	0	0	0	0
SPANXN	0	0	0	0	0	0
SPARC	5708	6762	9239.75	9367	7365	8326.73
SPARCL1	81	306	190	164	123	234
SPAST	143.55	112.81	288.46	321.02	208.52	179.93
SPATA1	21	0	5	2	7	6
SPATA12	0	0	0	0	0	0
SPATA13	57.65	201.68	356.69	161.16	169.31	108.66
SPATA16	0	0	0	0	0	0
SPATA17	0	0	0	11	0	0
SPATA18	0	1	0	0	0	0
SPATA19	0	0	0	0	0	0
SPATA2	35	0	36	49	21	70
SPATA20	0	2	17	19	34	14
SPATA22	0	0	0	0	0	0
SPATA24	31	1	11	23	0	1
SPATA25	0	0	0	0	0	0
SPATA2L	11	0	8	8	0	2
SPATA3	0	0	0	0	0	0
SPATA31A1	0	0	0	0	0	1
SPATA32	0	0	0	0	0	0
SPATA33	8	35	14	14	9	0
SPATA4	0	0	0	0	0	0
SPATA5	12	36	85.95	108	71	56.32
SPATA6	182.99	162	230	212	108	159
SPATA6L	14	2	4	0	0	0
SPATA7	16	2	55	50	32	7
SPATA8	0	0	0	0	0	0
SPATA9	0	0	0	0	0	0
SPATC1	0	0	0	0	0	0
SPATC1L	0.98	26	18	2	14	7
SPATS1	0	0	0	0	0	0
SPATS2	58.92	62.32	88.3	103.41	137.25	182.43
